reaction,direction,ReactionType,coenzyme,reaction_def
R09903_v1,forward,KEGG (Modified),Mg,C06089 + Z00029 => C20145 + C00013 + Z00029
R09904,forward,KEGG,,C11907 => C19960
R09904,reverse,KEGG,,C19960 => C11907
R09905_v1,forward,KEGG (Modified),Heme,C14831 + Z00025 => C20186 + Z00025
R09905_v1,reverse,KEGG (Modified),Heme,C20186 + Z00025 => C14831 + Z00025
R09906,forward,KEGG,,C01054 => C17966
R09907,forward,KEGG,,C01054 => C19918
R09908,forward,KEGG,,C01054 => C20187
R09909,forward,KEGG,,C01054 => C20188
R09910,forward,KEGG,,C01054 => C08626
R09911,forward,KEGG,,C01054 => C20189
R09911,reverse,KEGG,,C20189 => C01054
R09912,forward,KEGG,,C01054 => C20191
R09913,forward,KEGG,,C01054 => C20192
R09914,forward,KEGG,,C01054 => C20193
R09915,forward,KEGG,,C01054 => C20194
R09916,forward,KEGG,,C01054 => C20195
R09917,forward,KEGG,,C01054 => C20200
R09918,forward,KEGG,,C19934 => C20201
R09919,forward,KEGG,,C21076 => C00280
R09920,forward,KEGG,,C00187 + C00003 => C00599 + C00004 + C00080
R09920,reverse,KEGG,,C00599 + C00004 + C00080 => C00187 + C00003
R09926_v1,forward,KEGG (Modified),Zn,C17621 + C00006 + Z00054 => C20222 + C00005 + C00080 + Z00054
R09926_v1,reverse,KEGG (Modified),Zn,C20222 + C00005 + C00080 + Z00054 => C17621 + C00006 + Z00054
R09927_v1,forward,KEGG (Modified),Zn,C20222 + C00006 + Z00054 => C17622 + C00005 + C00080 + Z00054
R09927_v1,reverse,KEGG (Modified),Zn,C17622 + C00005 + C00080 + Z00054 => C20222 + C00006 + Z00054
R09928_v1,forward,KEGG (Modified),Zn,C17621 + C00006 + Z00054 => C20223 + C00005 + C00080 + Z00054
R09928_v1,reverse,KEGG (Modified),Zn,C20223 + C00005 + C00080 + Z00054 => C17621 + C00006 + Z00054
R09929_v1,forward,KEGG (Modified),Zn,C20223 + C00006 + Z00054 => C17622 + C00005 + C00080 + Z00054
R09929_v1,reverse,KEGG (Modified),Zn,C17622 + C00005 + C00080 + Z00054 => C20223 + C00006 + Z00054
R09930,forward,KEGG,,C10453 + C00060 + C00006 => C20224 + C00005 + C00080
R09931,reverse,KEGG,,C20225 + C00005 + C00080 => C10469 + C00033 + C00006
R09932,forward,KEGG,,C20227 + C00006 => C20226 + C00005 + C00080
R09932,reverse,KEGG,,C20226 + C00005 + C00080 => C20227 + C00006
R09933,forward,KEGG,,C20228 + C00006 => C20226 + C00005 + C00080
R09933,reverse,KEGG,,C20226 + C00005 + C00080 => C20228 + C00006
R09935_v1,forward,KEGG (Modified),Cytochrome,C20230 + C00005 + C00080 + C00007 + Z00010 => C02213 + C00006 + C00001 + Z00010
R09936,forward,KEGG,,C00106 + C01847 + C00007 => C20231 + C00061
R09937,forward,KEGG,,C00178 + C01847 + C00007 => C20232 + C00061
R09938_v1,forward,KEGG (Modified),"Heme, PQQ",2C00125 + C10772 + C00001 + Z00025 + Z00036 => 2C00126 + 2C00080 + C20233 + Z00025 + Z00036
R09938_v1,reverse,KEGG (Modified),"Heme, PQQ",2C00126 + 2C00080 + C20233 + Z00025 + Z00036 => 2C00125 + C10772 + C00001 + Z00025 + Z00036
R09939,forward,KEGG,,C00019 + C03771 => C00021 + C20234
R09939,reverse,KEGG,,C00021 + C20234 => C00019 + C03771
R09940_v1,forward,KEGG (Modified),Mg,C00019 + C00341 + Z00029 => C00021 + C20235 + Z00029
R09940_v1,reverse,KEGG (Modified),Mg,C00021 + C20235 + Z00029 => C00019 + C00341 + Z00029
R09941,forward,KEGG,,C01518 + C00009 => C00031 + C00663
R09941,reverse,KEGG,,C00031 + C00663 => C01518 + C00009
R09942,forward,KEGG,,C01674 + C00009 => C00140 + C04501
R09942,reverse,KEGG,,C00140 + C04501 => C01674 + C00009
R09943,forward,KEGG,,C20236 + C00009 => C00031 + C00636
R09943,reverse,KEGG,,C00031 + C00636 => C20236 + C00009
R09944_v1,forward,KEGG (Modified),Ca,C00063 + C00641 + Z00055 => C00112 + C00416 + Z00055
R09944_v1,reverse,KEGG (Modified),Ca,C00112 + C00416 + Z00055 => C00063 + C00641 + Z00055
R09944_v2,forward,KEGG (Modified),Mg,C00063 + C00641 + Z00029 => C00112 + C00416 + Z00029
R09944_v2,reverse,KEGG (Modified),Mg,C00112 + C00416 + Z00029 => C00063 + C00641 + Z00029
R09945_v1,forward,KEGG (Modified),Mg,C00002 + C00208 + Z00029 => C00008 + C20237 + Z00029
R09945_v1,reverse,KEGG (Modified),Mg,C00008 + C20237 + Z00029 => C00002 + C00208 + Z00029
R09946,forward,KEGG,,C00002 + C00043 => C00008 + C20245
R09946,reverse,KEGG,,C00008 + C20245 => C00002 + C00043
R09947,forward,KEGG,,C20231 + C00001 => C20249 + C01563
R09948,forward,KEGG,,C20231 + C00001 => C20249 + C00011 + C00014
R09948,reverse,KEGG,,C20249 + C00011 + C00014 => C20231 + C00001
R09949,forward,KEGG,,C20232 + C00001 => C20250 + C01563
R09950,forward,KEGG,,C20232 + C00001 => C20250 + C00011 + C00014
R09950,reverse,KEGG,,C20250 + C00011 + C00014 => C20232 + C00001
R09951,forward,KEGG,,C19891 + C00003 => C20251 + C00004 + C00080
R09951,reverse,KEGG,,C20251 + C00004 + C00080 => C19891 + C00003
R09952_v1,forward,KEGG (Modified),Fe,C20251 + Z00015 => C00691 + Z00015
R09952_v1,reverse,KEGG (Modified),Fe,C00691 + Z00015 => C20251 + Z00015
R09952_v2,forward,KEGG (Modified),Co,C20251 + Z00006 => C00691 + Z00006
R09952_v2,reverse,KEGG (Modified),Co,C00691 + Z00006 => C20251 + Z00006
R09952_v3,forward,KEGG (Modified),M2,C20251 + Z00069 => C00691 + Z00069
R09952_v3,reverse,KEGG (Modified),M2,C00691 + Z00069 => C20251 + Z00069
R09952_v4,forward,KEGG (Modified),Mn,C20251 + Z00030 => C00691 + Z00030
R09952_v4,reverse,KEGG (Modified),Mn,C00691 + Z00030 => C20251 + Z00030
R09953,forward,KEGG,,C06153 + C00003 => C00691 + C00004 + C00080
R09953,reverse,KEGG,,C00691 + C00004 + C00080 => C06153 + C00003
R09954,forward,KEGG,,C06153 + C00006 => C00691 + C00005 + C00080
R09954,reverse,KEGG,,C00691 + C00005 + C00080 => C06153 + C00006
R09955,forward,KEGG,,C20252 => C00280
R09955,reverse,KEGG,,C00280 => C20252
R09956,forward,KEGG,,C07635 + C00003 => C00674 + C00004 + C00080
R09956,reverse,KEGG,,C00674 + C00004 + C00080 => C07635 + C00003
R09957,forward,KEGG,,C01227 + C00003 => C20252 + C00004 + C00080
R09957,reverse,KEGG,,C20252 + C00004 + C00080 => C01227 + C00003
R09958,forward,KEGG,,C18026 => C00136 + C00011
R09958,reverse,KEGG,,C00136 + C00011 => C18026
R09959_v1,forward,KEGG (Modified),Zn,C04895 + C00001 + Z00054 => C20239 + C00084 + C00536 + Z00054
R09960,forward,KEGG,,C06762 => C20240 + C00001
R09960,reverse,KEGG,,C20240 + C00001 => C06762
R09961_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C20241 + C00013 + Z00030
R09962_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C09873 + C00013 + Z00030
R09963_v1,forward,KEGG (Modified),"K, Mn",C00341 + Z00026 + Z00030 => C11382 + C00013 + Z00026 + Z00030
R09964_v1,forward,KEGG (Modified),Mn,C00341 + C00001 + Z00030 => C09844 + C00013 + Z00030
R09964_v2,forward,KEGG (Modified),Mg,C00341 + C00001 + Z00029 => C09844 + C00013 + Z00029
R09964_v3,forward,KEGG (Modified),Zn,C00341 + C00001 + Z00054 => C09844 + C00013 + Z00054
R09965_v1,forward,KEGG (Modified),Mg,C00341 + Z00029 => C20242 + C00013 + Z00029
R09966_v1,forward,KEGG (Modified),Mg,C00341 + Z00029 => C20230 + C00013 + Z00029
R09967_v1,reverse,KEGG (Modified),Mg,C00353 + C00001 + Z00029 => C20270 + Z00029
R09968_v1,forward,KEGG (Modified),Mn,C00341 + C00001 + Z00030 => C09902 + C00013 + Z00030
R09969_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C09900 + C00013 + Z00030
R09969_v2,forward,KEGG (Modified),Mg,C00341 + Z00029 => C09900 + C00013 + Z00029
R09970_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C09898 + C00013 + Z00030
R09970_v2,forward,KEGG (Modified),Mg,C00341 + Z00029 => C09898 + C00013 + Z00029
R09971_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C06304 + C00013 + Z00030
R09971_v2,forward,KEGG (Modified),Mg,C00341 + Z00029 => C06304 + C00013 + Z00029
R09972_v1,forward,KEGG (Modified),"K, Mn",C00341 + Z00026 + Z00030 => C06305 + C00013 + Z00026 + Z00030
R09973_v1,forward,KEGG (Modified),Mg,C20235 + C00001 + Z00029 => C20243 + C00013 + Z00029
R09974_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C06306 + C00013 + Z00030
R09974_v2,forward,KEGG (Modified),Mg,C00341 + Z00029 => C06306 + C00013 + Z00029
R09975,forward,KEGG,,C00341 => C20244 + C00013
R09976_v1,forward,KEGG (Modified),Mn,C00448 + Z00030 => C16776 + C00013 + Z00030
R09977,forward,KEGG,,C20246 => C20247
R09977,reverse,KEGG,,C20247 => C20246
R09978_v1,forward,KEGG (Modified),Zn,C20248 + C00014 + C00002 + Z00054 => C15996 + C00008 + C00009 + C00001 + Z00054
R09978_v1,reverse,KEGG (Modified),Zn,C15996 + C00008 + C00009 + C00001 + Z00054 => C20248 + C00014 + C00002 + Z00054
R09979_v1,forward,KEGG (Modified),Co,C18026 + Z00006 => C20238 + Z00006
R09979_v1,reverse,KEGG (Modified),Co,C20238 + Z00006 => C18026 + Z00006
R09980,forward,KEGG,,C20254 + C00001 => C20253 + C01563
R09981,forward,KEGG,,C20231 + C00004 + C00080 => C20254 + C00003 + C00001
R09981,reverse,KEGG,,C20254 + C00003 + C00001 => C20231 + C00004 + C00080
R09982,forward,KEGG,,C20249 => C20253
R09983,forward,KEGG,,C20253 + C00001 => C00222 + C00014
R09983,reverse,KEGG,,C00222 + C00014 => C20253 + C00001
R09984,forward,KEGG,,C02344 + C00003 => C11387 + C00004 + C00080
R09984,reverse,KEGG,,C11387 + C00004 + C00080 => C02344 + C00003
R09985,forward,KEGG,,C02344 + C00006 => C11387 + C00005 + C00080
R09985,reverse,KEGG,,C11387 + C00005 + C00080 => C02344 + C00006
R09986,forward,KEGG,,C20261 + C00003 => C20260 + C00004 + C00080
R09986,reverse,KEGG,,C20260 + C00004 + C00080 => C20261 + C00003
R09987,forward,KEGG,,C20261 + C00006 => C20260 + C00005 + C00080
R09987,reverse,KEGG,,C20260 + C00005 + C00080 => C20261 + C00006
R09988,forward,KEGG,,C20229 + C00003 => C20262 + C00004 + C00080
R09988,reverse,KEGG,,C20262 + C00004 + C00080 => C20229 + C00003
R09989,forward,KEGG,,C20263 + C00006 => C00835 + C00005 + C00080
R09989,reverse,KEGG,,C00835 + C00005 + C00080 => C20263 + C00006
R09990,forward,KEGG,,2C00006 + C20264 => 2C00005 + 2C00080 + C03684
R09990,reverse,KEGG,,2C00005 + 2C00080 + C03684 => 2C00006 + C20264
R09991,reverse,KEGG,,C05819 + C06247 + C00011 + C00007 => C20265 + C06246 + C00001
R09992,forward,KEGG,,C20265 + C00265 => C00828 + C01119 + C00001
R09993,forward,KEGG,,C20267 + C00001 => C01279 + C00014
R09993,reverse,KEGG,,C01279 + C00014 => C20267 + C00001
R09995,reverse,KEGG,,C01083 => C00369
R09997_v1,forward,KEGG (Modified),Zn,C00409 + C03576 + Z00054 => C03920 + C00283 + Z00054
R09997_v1,reverse,KEGG (Modified),Zn,C03920 + C00283 + Z00054 => C00409 + C03576 + Z00054
R09998_v1,forward,KEGG (Modified),Zn,C00218 + C03576 + Z00054 => C00014 + C03920 + Z00054
R09998_v1,reverse,KEGG (Modified),Zn,C00014 + C03920 + Z00054 => C00218 + C03576 + Z00054
R09999_v1,forward,KEGG (Modified),Zn,C00543 + C03576 + Z00054 => C03920 + C00218 + Z00054
R09999_v1,reverse,KEGG (Modified),Zn,C03920 + C00218 + Z00054 => C00543 + C03576 + Z00054
R10000_v1,reverse,KEGG (Modified),Zn,C03920 + C06021 + Z00054 + C03920 + C06021 + Z00054 + C03920 + C06021 + Z00054 => C03576 + C06020 + Z00054 + C03576 + C06020 + Z00054 + C03576 + C06020 + Z00054
R10001_v1,forward,KEGG (Modified),Zn,C00409 + C06021 + Z00054 => C00283 + C06020 + Z00054
R10002_v1,forward,KEGG (Modified),"Mg, SAM, Generic FeS",C20239 + Z00041 + Z00063 + Z00029 => C20248 + C00014 + Z00041 + Z00063 + Z00029
R10002_v2,forward,KEGG (Modified),"4Fe4S, Mg, SAM",C20239 + Z00041 + Z00002 + Z00029 => C20248 + C00014 + Z00041 + Z00002 + Z00029
R10003,forward,KEGG,,C20271 + C00002 + C00010 => C00020 + C00013 + C07160
R10003,reverse,KEGG,,C00020 + C00013 + C07160 => C20271 + C00002 + C00010
R10004_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20272 + C00013 + Z00029
R10005,forward,KEGG,,C00448 => C20273 + C00013
R10006_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C20274 + C00013 + Z00029
R10007_v1,forward,KEGG (Modified),Mg,C00448 + Z00029 => C09648 + C00013 + Z00029
R10008,forward,KEGG,,C00448 => C20275 + C00013
R10009,forward,KEGG,,C04216 => C20276 + C00013
R10010_v1,forward,KEGG (Modified),"4Fe4S, SAM",C00047 + Z00041 + Z00002 => C20277 + Z00041 + Z00002
R10010_v1,reverse,KEGG (Modified),"4Fe4S, SAM",C20277 + Z00041 + Z00002 => C00047 + Z00041 + Z00002
R10012,forward,KEGG,,C20278 + C00003 + C00001 => C20279 + C00014 + C00004 + C00080
R10012,reverse,KEGG,,C20279 + C00014 + C00004 + C00080 => C20278 + C00003 + C00001
R10013,forward,KEGG,,C20279 => C16138 + C00001
R10014,forward,KEGG,,C00218 + C06021 => C00014 + C06020
R10015,forward,KEGG,,C00543 + C06021 => C00218 + C06020
R10016,forward,KEGG,,C00565 + C06021 => C00543 + C06020
R10017,forward,KEGG,,C20292 + C06021 => C00565 + C06020
R10018,forward,KEGG,,C20299 => C20297
R10018,reverse,KEGG,,C20297 => C20299
R10020,forward,KEGG,,C20297 + C00003 => C09592 + C00004 + C00080
R10020,reverse,KEGG,,C09592 + C00004 + C00080 => C20297 + C00003
R10021_v1,forward,KEGG (Modified),Zn,C03448 + C00003 + Z00054 => C03037 + C00004 + C00080 + Z00054
R10021_v1,reverse,KEGG (Modified),Zn,C03037 + C00004 + C00080 + Z00054 => C03448 + C00003 + Z00054
R10022,reverse,KEGG,,C20271 => C02952
R10025_v1,forward,KEGG (Modified),Cytochrome,C20308 + C00007 + C03024 + Z00010 => C20309 + C03161 + C00001 + Z00010
R10027_v1,forward,KEGG (Modified),Cytochrome,C00407 + C00007 + C03024 + Z00010 + C00407 + C00007 + C03024 + Z00010 => C20310 + C03161 + C00001 + Z00010 + C20310 + C03161 + C00001 + Z00010
R10029_v1,forward,KEGG (Modified),Cytochrome,C20311 + Z00010 + C20311 + Z00010 => C19491 + C00011 + C00001 + Z00010 + C19491 + C00011 + C00001 + Z00010
R10030_v1,forward,KEGG (Modified),Cytochrome,C19491 + Z00010 => C20312 + Z00010
R10030_v1,reverse,KEGG (Modified),Cytochrome,C20312 + Z00010 => C19491 + Z00010
R10031_v1,forward,KEGG (Modified),Cytochrome,C00183 + C00007 + C03024 + Z00010 + C00183 + C00007 + C03024 + Z00010 => C20313 + C03161 + C00001 + Z00010 + C20313 + C03161 + C00001 + Z00010
R10033_v1,forward,KEGG (Modified),Cytochrome,C20314 + Z00010 + C20314 + Z00010 => C03219 + C00011 + C00001 + Z00010 + C03219 + C00011 + C00001 + Z00010
R10034_v1,forward,KEGG (Modified),Cytochrome,C03219 + Z00010 => C20315 + Z00010
R10034_v1,reverse,KEGG (Modified),Cytochrome,C20315 + Z00010 => C03219 + Z00010
R10035,forward,KEGG,,C05143 + C00001 => C03742 + C00221
R10035,reverse,KEGG,,C03742 + C00221 => C05143 + C00001
R10036,forward,KEGG,,C20312 + C00005 + C00080 + C00007 => 2C00001 + C18796 + C00006
R10037,forward,KEGG,,C18796 + C00029 => C00015 + C08334
R10037,reverse,KEGG,,C00015 + C08334 => C18796 + C00029
R10038,forward,KEGG,,C20315 + C00005 + C00080 + C00007 => 2C00001 + C02659 + C00006
R10039,forward,KEGG,,C08334 + C00001 => C18796 + C00221
R10039,reverse,KEGG,,C18796 + C00221 => C08334 + C00001
R10040,forward,KEGG,,C01594 + C00001 => C02659 + C00221
R10040,reverse,KEGG,,C02659 + C00221 => C01594 + C00001
R10041_v1,forward,KEGG (Modified),Cytochrome,C19714 + Z00010 => C16075 + Z00010
R10041_v1,reverse,KEGG (Modified),Cytochrome,C16075 + Z00010 => C19714 + Z00010
R10042_v1,forward,KEGG (Modified),"FAD, Fe, Generic FeS",C01407 + C00007 + C00004 + C00080 + Z00063 + Z00015 + Z00013 => C00146 + C00003 + C00001 + Z00063 + Z00015 + Z00013
R10043_v1,forward,KEGG (Modified),"FAD, Fe, Generic FeS",C00146 + C00007 + C00004 + C00080 + Z00063 + Z00015 + Z00013 => C00090 + C00003 + C00001 + Z00063 + Z00015 + Z00013
R10044_v1,forward,KEGG (Modified),FAD,C07160 + C00007 + C00005 + C00080 + Z00013 => C20321 + C00006 + C00001 + Z00013
R10045_v1,forward,KEGG (Modified),Cytochrome,C00808 + C00005 + C00080 + C00007 + Z00010 => C20322 + C00006 + C00001 + Z00010
R10046,forward,KEGG,,C05841 + C00001 => C00253 + C00121
R10046,reverse,KEGG,,C00253 + C00121 => C05841 + C00001
R10048_v1,forward,KEGG (Modified),"2Fe2S, FAD",C02069 + C00003 + Z00013 + Z00001 => C03302 + C00004 + C00080 + Z00013 + Z00001
R10048_v1,reverse,KEGG (Modified),"2Fe2S, FAD",C03302 + C00004 + C00080 + Z00013 + Z00001 => C02069 + C00003 + Z00013 + Z00001
R10049,forward,KEGG,,C00546 + C00354 => C00118 + C16848
R10049,reverse,KEGG,,C00118 + C16848 => C00546 + C00354
R10050,forward,KEGG,,C00546 + C01094 => C00577 + C16848
R10050,reverse,KEGG,,C00577 + C16848 => C00546 + C01094
R10051,reverse,KEGG,,C20324 => C20320 + C00001
R10052_v1,forward,KEGG (Modified),Mn,C04411 + C00003 + Z00030 => C00233 + C00011 + C00004 + C00080 + Z00030
R10052_v1,reverse,KEGG (Modified),Mn,C00233 + C00011 + C00004 + C00080 + Z00030 => C04411 + C00003 + Z00030
R10053_v1,forward,KEGG (Modified),"FAD, Flavoprotein",C01040 + C00007 + Z00019 + Z00013 => C00072 + C00027 + Z00019 + Z00013
R10054,forward,KEGG,,C00047 + C00003 => C00450 + C00004 + C00080 + C00014
R10054,reverse,KEGG,,C00450 + C00004 + C00080 + C00014 => C00047 + C00003
R10055,forward,KEGG,,2C00072 + C08614 => 2C05422 + 2C00001 + C06098
R10056_v1,forward,KEGG (Modified),Fe,2C00026 + 2C00007 + C05545 + Z00015 + 2C00026 + 2C00007 + C05545 + Z00015 => 2C00042 + 2C00067 + 2C00011 + C02188 + Z00015 + 2C00042 + 2C00067 + 2C00011 + C02188 + Z00015
R10057_v1,forward,KEGG (Modified),Fe,6C00999 + 3C00007 + 6C00080 + C04530 + Z00015 => 6C00996 + 4C00001 + C04840 + Z00015
R10059_v1,forward,KEGG (Modified),"FMN, Flavoprotein",2C00006 + 2C00708 + C00082 + Z00014 + Z00019 => 2C00005 + C01060 + Z00014 + Z00019
R10059_v1,reverse,KEGG (Modified),"FMN, Flavoprotein",2C00005 + C01060 + Z00014 + Z00019 => 2C00006 + 2C00708 + C00082 + Z00014 + Z00019
R10060,forward,KEGG,,2C00019 + C00037 => 2C00021 + C01026
R10060,reverse,KEGG,,2C00021 + C01026 => 2C00019 + C00037
R10061,forward,KEGG,,2C00019 + C00213 => 2C00021 + C00719
R10061,reverse,KEGG,,2C00021 + C00719 => 2C00019 + C00213
R10062,forward,KEGG,,3C00019 + C00037 => 3C00021 + C00719
R10062,reverse,KEGG,,3C00021 + C00719 => 3C00019 + C00037
R10063,forward,KEGG,,2C00029 + C16301 => 2C00015 + C16303
R10064,forward,KEGG,,C00134 + C00026 => C15668 + C00025 + C00001
R10064,reverse,KEGG,,C15668 + C00025 + C00001 => C00134 + C00026
R10065,forward,KEGG,,2C00002 + C01245 => 2C00008 + C01284
R10065,reverse,KEGG,,2C00008 + C01284 => 2C00002 + C01245
R10070_v1,forward,KEGG (Modified),"FAD, Flavoprotein, NAD/NADP",4C00138 + 4C00080 + 2C00007 + C06098 + Z00032 + Z00019 + Z00013 => 4C00139 + 2C00001 + C08614 + Z00032 + Z00019 + Z00013
R10072,forward,KEGG,,4C22150 + 4C00080 + 2C00007 + C16269 => 4C22151 + 3C00001 + C17954
R10074,forward,KEGG,,C00527 + C04253 => C02411 + C04570
R10075_v1,forward,KEGG (Modified),FMN,C20325 + C00006 + Z00014 => C20308 + C00005 + C00080 + Z00014
R10075_v1,reverse,KEGG (Modified),FMN,C20308 + C00005 + C00080 + Z00014 => C20325 + C00006 + Z00014
R10078_v1,forward,KEGG (Modified),Cytochrome,C20329 + Z00010 => C11887 + C00001 + Z00010
R10078_v1,reverse,KEGG (Modified),Cytochrome,C11887 + C00001 + Z00010 => C20329 + Z00010
R10079,forward,KEGG,,C01417 + C00288 + C00080 => 2C00011 + C00014
R10079,reverse,KEGG,,2C00011 + C00014 => C01417 + C00288 + C00080
R10081,forward,KEGG,,C00026 + C00062 + C00007 => C00042 + C00011 + C20330
R10082,forward,KEGG,,C20330 => C17349 + C03912 + C00001
R10082,reverse,KEGG,,C17349 + C03912 + C00001 => C20330
R10086_v1,forward,KEGG (Modified),"FAD, 3Fe4S",2C00139 + C00025 + C00001 + Z00067 + Z00013 => 2C00138 + 2C00080 + C00014 + C00026 + Z00067 + Z00013
R10086_v1,reverse,KEGG (Modified),"FAD, 3Fe4S",2C00138 + 2C00080 + C00014 + C00026 + Z00067 + Z00013 => 2C00139 + C00025 + C00001 + Z00067 + Z00013
R10086_v2,forward,KEGG (Modified),"FMN, 3Fe4S",2C00139 + C00025 + C00001 + Z00067 + Z00014 => 2C00138 + 2C00080 + C00014 + C00026 + Z00067 + Z00014
R10086_v2,reverse,KEGG (Modified),"FMN, 3Fe4S",2C00138 + 2C00080 + C00014 + C00026 + Z00067 + Z00014 => 2C00139 + C00025 + C00001 + Z00067 + Z00014
R10088,forward,KEGG,,C00117 + C00118 + C00014 => 4C00001 + C00018 + C00009
R10089,forward,KEGG,,C00117 + C00118 + C00064 => 3C00001 + C00018 + C00025 + C00009
R10090_v1,forward,KEGG (Modified),Mg,C00158 + C03955 + C00002 + Z00029 => C20333 + C00020 + C00013 + Z00029
R10090_v1,reverse,KEGG (Modified),Mg,C20333 + C00020 + C00013 + Z00029 => C00158 + C03955 + C00002 + Z00029
R10091_v1,forward,KEGG (Modified),Mg,C20333 + C03955 + C00002 + Z00029 => C05554 + C00020 + C00013 + Z00029
R10091_v1,reverse,KEGG (Modified),Mg,C05554 + C00020 + C00013 + Z00029 => C20333 + C03955 + C00002 + Z00029
R10092_v1,forward,KEGG (Modified),Co,C00288 + C00080 + Z00006 => C00011 + C00001 + Z00006
R10092_v1,reverse,KEGG (Modified),Co,C00011 + C00001 + Z00006 => C00288 + C00080 + Z00006
R10092_v2,forward,KEGG (Modified),Zn,C00288 + C00080 + Z00054 => C00011 + C00001 + Z00054
R10092_v2,reverse,KEGG (Modified),Zn,C00011 + C00001 + Z00054 => C00288 + C00080 + Z00054
R10093,forward,KEGG,,C00002 + C20345 => C00008 + C00129
R10093,reverse,KEGG,,C00008 + C00129 => C00002 + C20345
R10094_v1,forward,KEGG (Modified),PLP,C20350 + C00026 + Z00035 => C20351 + C00025 + Z00035
R10094_v1,reverse,KEGG (Modified),PLP,C20351 + C00025 + Z00035 => C20350 + C00026 + Z00035
R10095_v1,reverse,KEGG (Modified),Ca,C20352 + C00013 + Z00055 => C02970 + C00119 + Z00055
R10095_v2,reverse,KEGG (Modified),Mg,C20352 + C00013 + Z00029 => C02970 + C00119 + Z00029
R10095_v3,reverse,KEGG (Modified),M2,C20352 + C00013 + Z00069 => C02970 + C00119 + Z00069
R10096,forward,KEGG,,C00029 + C02627 => C00015 + C20353
R10096,reverse,KEGG,,C00015 + C20353 => C00029 + C02627
R10097,forward,KEGG,,C04625 => C04706 + C01327
R10098,forward,KEGG,,C20354 + C00009 => C00507 + C00663
R10098,reverse,KEGG,,C00507 + C00663 => C20354 + C00009
R10099_v1,forward,KEGG (Modified),NAD/NADP,C04630 + C00024 + Z00032 => C20357 + C00010 + Z00032
R10099_v1,reverse,KEGG (Modified),NAD/NADP,C20357 + C00010 + Z00032 => C04630 + C00024 + Z00032
R10100_v1,forward,KEGG (Modified),"NAD/NADP, PLP",C00024 + C20359 + Z00032 + Z00035 => C00010 + C19725 + Z00032 + Z00035
R10100_v1,reverse,KEGG (Modified),"NAD/NADP, PLP",C00010 + C19725 + Z00032 + Z00035 => C00024 + C20359 + Z00032 + Z00035
R10101_v1,forward,KEGG (Modified),FAD,C15987 + C00007 + C00001 + Z00013 => C00232 + C00218 + C00027 + Z00013
R10102_v1,forward,KEGG (Modified),"FAD, Flavoprotein",C15987 + C00007 + C00001 + Z00019 + Z00013 => C00334 + C00067 + C00027 + Z00019 + Z00013
R10103,forward,KEGG,,C20361 + C00001 + C00007 => C19567 + C00218 + C00027
