reaction,direction,reaction_def
R12261_v1,forward,C00448 + Z00029 => C22045 + C00013 + Z00029
R12261_v1,reverse,C22045 + C00013 + Z00029 => C00448 + Z00029
R12262,forward,C09593 + C00019 => C09592 + C00021
R12262,reverse,C09592 + C00021 => C09593 + C00019
R12263,forward,C00019 + C22046 => C00021 + C22047
R12263,reverse,C00021 + C22047 => C00019 + C22046
R12264,forward,C00019 + C16417 => C00021 + C22048
R12264,reverse,C00021 + C22048 => C00019 + C16417
R12265,forward,C06051 + C00003 + C00001 => C04773 + C00004 + C00080
R12265,reverse,C04773 + C00004 + C00080 => C06051 + C00003 + C00001
R12266_v1,forward,C19678 + C03024 + C00007 + Z00010 => C22049 + C03161 + C00001 + Z00010
R12267_v1,forward,C22049 + C03024 + C00007 + Z00010 => C22050 + C03161 + C00001 + Z00010
R12268_v1,forward,C22050 + Z00010 => C09440 + C00001 + Z00010
R12268_v1,reverse,C09440 + C00001 + Z00010 => C22050 + Z00010
R12269,forward,C00353 => C22052 + C00013
R12269,reverse,C22052 + C00013 => C00353
R12270_v1,forward,C22049 + C03024 + C00007 + Z00010 => 2C00001 + C09440 + C03161 + Z00010
R12271,forward,C00002 + C22053 + C00001 => C00020 + C00013 + C00692
R12271,reverse,C00020 + C00013 + C00692 => C00002 + C22053 + C00001
R12272,forward,C00002 + C01212 + C00025 => C00008 + C00009 + C22053
R12272,reverse,C00008 + C00009 + C22053 => C00002 + C01212 + C00025
R12273_v1,forward,C19678 + C03024 + C00007 + Z00010 => C22051 + C03161 + C00001 + Z00010
R12274_v1,forward,C22051 + Z00010 => C22054 + C00001 + Z00010
R12274_v1,reverse,C22054 + C00001 + Z00010 => C22051 + Z00010
R12275_v1,forward,C19678 + C03024 + C00007 + Z00010 => 2C00001 + C22054 + C03161 + Z00010
R12277_v1,forward,C09762 + C03024 + C00007 + Z00010 => 2C00001 + C12123 + C03161 + Z00010
R12280_v1,forward,C03427 + C00005 + C00080 + Z00029 => C22055 + C00013 + C00006 + Z00029
R12280_v1,reverse,C22055 + C00013 + C00006 + Z00029 => C03427 + C00005 + C00080 + Z00029
R12281_v1,forward,2C00353 + C00005 + C00080 + Z00029 => 2C00013 + C22055 + C00006 + Z00029
R12281_v1,reverse,2C00013 + C22055 + C00006 + Z00029 => 2C00353 + C00005 + C00080 + Z00029
R12282,forward,C11682 + C03024 + C00007 => 2C00001 + 2C00080 + C09028 + C03161
R12283,forward,C00235 + C05432 + C00028 + C00001 => C22056 + C00030 + C00013
R12283,reverse,C22056 + C00030 + C00013 => C00235 + C05432 + C00028 + C00001
R12284,forward,C00235 + C22056 + C00028 + C00001 => C22057 + C00030 + C00013
R12284,reverse,C22057 + C00030 + C00013 => C00235 + C22056 + C00028 + C00001
R12285,forward,C00235 + C05432 + C00001 => C22058 + C00013
R12285,reverse,C22058 + C00013 => C00235 + C05432 + C00001
R12286,forward,C00235 + C22059 + C00001 => C22060 + C00013
R12286,reverse,C22060 + C00013 => C00235 + C22059 + C00001
R12287,forward,C02843 + C01083 => C22061 + C00010
R12287,reverse,C22061 + C00010 => C02843 + C01083
R12288,forward,C22062 + C22061 => C22063 + C00010
R12288,reverse,C22063 + C00010 => C22062 + C22061
R12289,forward,C22064 + C00111 => C22065 + C00229
R12289,reverse,C22065 + C00229 => C22064 + C00111
R12290,forward,C00029 + C22066 => C00015 + C22067
R12290,reverse,C00015 + C22067 => C00029 + C22066
R12291_v1,forward,2C01330 + C18799 + C03576 + Z00009 => 2C01330 + C18802 + C03920 + Z00009
R12291_v1,reverse,2C01330 + C18802 + C03920 + Z00009 => 2C01330 + C18799 + C03576 + Z00009
R12299,forward,C00381 + C00006 => C06081 + C00005 + C00080
R12300,forward,C00002 + C00383 + C00010 => C00020 + C00013 + C00083
R12300,reverse,C00020 + C00013 + C00083 => C00002 + C00383 + C00010
R12301,forward,C01502 + C03024 + C00007 => C00090 + C03161 + C00067 + C00001
R12302_v1,forward,C10469 + C00007 + Z00015 => C00755 + C00084 + Z00015
R12303_v1,forward,C00954 + Z00052 => C08313 + C00011 + Z00052
R12303_v1,reverse,C08313 + C00011 + Z00052 => C00954 + Z00052
R12304_v1,forward,C00515 + Z00035 => C00134 + C00011 + Z00035
R12304_v1,reverse,C00134 + C00011 + Z00035 => C00515 + Z00035
R12305_v1,forward,C00739 + Z00035 => C01672 + C00011 + Z00035
R12305_v1,reverse,C01672 + C00011 + Z00035 => C00739 + Z00035
R12306_v1,forward,C00223 + C00026 + C00007 + Z00015 + Z00004 => C22070 + C00042 + C00011 + Z00015 + Z00004
R12307,forward,C21738 => C22071 + C00001
R12307,reverse,C22071 + C00001 => C21738
R12308_v1,forward,C00002 + C03401 + C00158 + Z00029 => C00020 + C00013 + C22072 + Z00029
R12308_v1,reverse,C00020 + C00013 + C22072 + Z00029 => C00002 + C03401 + C00158 + Z00029
R12309_v1,forward,C22072 + Z00035 => C22073 + C00011 + Z00035
R12309_v1,reverse,C22073 + C00011 + Z00035 => C22072 + Z00035
R12310,forward,C22070 => C09315 + C00010
R12310,reverse,C09315 + C00010 => C22070
R12311_v1,forward,C00002 + C22073 + C03401 + Z00029 => C00020 + C00013 + C22074 + Z00029
R12311_v1,reverse,C00020 + C00013 + C22074 + Z00029 => C00002 + C22073 + C03401 + Z00029
R12312_v1,forward,C00002 + C22074 + C00026 + Z00029 => C00020 + C00013 + C22075 + Z00029
R12312_v1,reverse,C00020 + C00013 + C22075 + Z00029 => C00002 + C22074 + C00026 + Z00029
R12313_v1,forward,C00135 + Z00034 => C06419 + Z00034
R12313_v1,reverse,C06419 + Z00034 => C00135 + Z00034
R12313_v2,forward,C00135 + Z00006 => C06419 + Z00006
R12313_v2,reverse,C06419 + Z00006 => C00135 + Z00006
R12313_v3,forward,C00135 + Z00070 => C06419 + Z00070
R12313_v3,reverse,C06419 + Z00070 => C00135 + Z00070
R12314,forward,C22077 => C22078
R12314,reverse,C22078 => C22077
R12315_v1,forward,C02188 + C00026 + C00007 + Z00015 => C22076 + C00042 + C00011 + Z00015
R12317_v1,forward,6C00138 + 6C00080 + 3C00007 + C21918 + Z00025 + Z00010 => 6C00139 + 4C00001 + C21919 + C00058 + Z00025 + Z00010
R12318_v1,forward,2C00138 + 2C00080 + C21918 + C00007 + Z00025 + Z00010 => 2C00139 + C21920 + C00001 + Z00025 + Z00010
R12319_v1,forward,C00580 + C00004 + C00080 + C00007 + Z00063 + Z00015 + Z00013 => C11143 + C00003 + C00001 + Z00063 + Z00015 + Z00013
R12320_v1,forward,C11143 + C00004 + C00080 + C00007 + Z00063 + Z00015 + Z00013 => C11142 + C00003 + C00001 + Z00063 + Z00015 + Z00013
R12321_v1,forward,2C00138 + 2C00080 + C21920 + C00007 + Z00025 + Z00010 => 2C00139 + 2C00001 + C21921 + Z00025 + Z00010
R12322_v1,forward,2C00138 + 2C00080 + C21921 + C00007 + Z00025 + Z00010 => 2C00139 + C21919 + C00058 + C00001 + Z00025 + Z00010
R12323_v1,forward,6C00138 + 6C00080 + 3C00007 + C01724 + Z00025 + Z00010 => 6C00139 + 4C00001 + C11455 + C00058 + Z00025 + Z00010
R12324_v1,forward,4C00138 + 2C00007 + 4C00080 + C22079 + Z00025 + Z00010 => 4C00139 + 3C00001 + C15689 + Z00025 + Z00010
R12325_v1,forward,2C00138 + 2C00080 + C22079 + C00007 + Z00025 + Z00010 => 2C00139 + C22080 + C00001 + Z00025 + Z00010
R12326_v1,forward,2C00138 + 2C00080 + C22080 + C00007 + Z00025 + Z00010 => 2C00139 + 2C00001 + C15689 + Z00025 + Z00010
R12329_v1,forward,C20683 + C00001 + Z00038 => C00229 + C00638 + Z00038
R12330,forward,C00002 + C05893 => C00008 + C22083
R12330,reverse,C00008 + C22083 => C00002 + C05893
R12331,forward,C22083 + C00014 => C05894 + C00009
R12331,reverse,C05894 + C00009 => C22083 + C00014
R12332,forward,C06554 + C00001 => C22084
R12332,reverse,C22084 => C06554 + C00001
R12333,forward,C22084 + C00001 => C22085 + C00014
R12333,reverse,C22085 + C00014 => C22084 + C00001
R12334,forward,C22085 => C01010 + C00011
R12334,reverse,C01010 + C00011 => C22085
R12335,forward,C22084 => C06555 + C00011
R12335,reverse,C06555 + C00011 => C22084
R12336,forward,C00019 + C22086 => C00021 + C22079
R12336,reverse,C00021 + C22079 => C00019 + C22086
R12337,forward,6C00083 + 5C00005 + 6C00080 + C00004 => 6C00010 + 5C00006 + 6C00011 + 4C00001 + C22087 + C00003
R12337,reverse,6C00010 + 5C00006 + 6C00011 + 4C00001 + C22087 + C00003 => 6C00083 + 5C00005 + 6C00080 + C00004
R12338_v1,forward,2C00096 + C22088 + Z00029 => 2C00035 + C22089 + Z00029
R12338_v1,reverse,2C00035 + C22089 + Z00029 => 2C00096 + C22088 + Z00029
R12339_v1,forward,C00096 + C22088 + Z00029 => C00035 + C22090 + Z00029
R12339_v1,reverse,C00035 + C22090 + Z00029 => C00096 + C22088 + Z00029
R12340_v1,forward,C00096 + C22090 + Z00029 => C00035 + C22089 + Z00029
R12340_v1,reverse,C00035 + C22089 + Z00029 => C00096 + C22090 + Z00029
R12341,forward,C00019 + C06419 => C22025 + C00170
R12341,reverse,C22025 + C00170 => C00019 + C06419
R12342,forward,C00008 + C00065 => C00020 + C01005
R12342,reverse,C00020 + C01005 => C00008 + C00065
R12343,forward,C22091 + C00022 => C22087 + C00041
R12343,reverse,C22087 + C00041 => C22091 + C00022
R12344,forward,C00002 + C00065 => C00008 + C01005
R12344,reverse,C00008 + C01005 => C00002 + C00065
R12345_v1,forward,C20565 + C00001 + Z00030 => C22092 + Z00030
R12345_v1,reverse,C22092 + Z00030 => C20565 + C00001 + Z00030
R12346_v1,forward,C22092 + C00001 + Z00030 => 2C00020 + Z00030
R12346_v1,reverse,2C00020 + Z00030 => C22092 + C00001 + Z00030
R12347,forward,C21591 + C00001 => C20297 + C00033
R12347,reverse,C20297 + C00033 => C21591 + C00001
R12348,forward,3C22094 => 2C22096 + C22095
R12348,reverse,2C22096 + C22095 => 3C22094
R12349,forward,C00089 + C00372 => C00095 + C22097
R12349,reverse,C00095 + C22097 => C00089 + C00372
R12352,forward,C20961 + C00064 + C00002 + C00001 => C20966 + C00025 + C00008 + C00009
R12352,reverse,C20966 + C00025 + C00008 + C00009 => C20961 + C00064 + C00002 + C00001
R12353_v1,forward,C00515 + C00158 + C00002 + Z00029 => C22101 + C00020 + C00013 + Z00029
R12353_v1,reverse,C22101 + C00020 + C00013 + Z00029 => C00515 + C00158 + C00002 + Z00029
R12354_v1,forward,C22101 + C00158 + C00002 + Z00029 => C22102 + C00020 + C00013 + Z00029
R12354_v1,reverse,C22102 + C00020 + C00013 + Z00029 => C22101 + C00158 + C00002 + Z00029
R12355,forward,2C00999 + 2C00080 + C00751 + C00007 => 2C00996 + C01054 + C00001
R12356_v1,forward,C00100 + C00007 + Z00019 => C00894 + C00027 + Z00019
R12357_v1,forward,C22103 + C00004 + C00080 + C00007 + Z00001 => C22104 + C00003 + C00001 + Z00001
R12358_v1,forward,C22104 + C00004 + C00080 + C00007 + Z00001 => 2C00001 + C22105 + C00003 + Z00001
R12359_v1,forward,C22105 + C00004 + C00080 + C00007 + Z00001 => C22106 + C00003 + C00001 + Z00001
R12360_v1,forward,3C00004 + 3C00080 + 3C00007 + C22103 + Z00001 => 3C00003 + 4C00001 + C22106 + Z00001
R12361,forward,C22106 + C00003 => C22107 + C00004 + C00011 + C00080
R12361,reverse,C22107 + C00004 + C00011 + C00080 => C22106 + C00003
R12362,forward,C22106 + C00006 => C22107 + C00005 + C00011 + C00080
R12362,reverse,C22107 + C00005 + C00011 + C00080 => C22106 + C00006
R12363,forward,C00353 => C22108 + C00013
R12363,reverse,C22108 + C00013 => C00353
R12364,forward,C00353 + C00001 => C22109 + C00013
R12364,reverse,C22109 + C00013 => C00353 + C00001
R12365,forward,C00353 => C22110 + C00013
R12365,reverse,C22110 + C00013 => C00353
R12366,forward,C22111 + C00003 => C01876 + C00004 + C00011 + C00080
R12366,reverse,C01876 + C00004 + C00011 + C00080 => C22111 + C00003
R12367_v1,forward,C08616 + C03024 + C00007 + Z00010 => C22113 + C03161 + C00001 + Z00010
R12368,forward,2C00999 + 2C00080 + C08830 + C00007 => 2C00996 + C22114 + C00001
R12369,forward,2C00999 + 2C00080 + C22114 + C00007 => 2C00996 + 2C00001 + C22115
R12370,forward,2C00999 + 2C00080 + C22115 + C00007 => 2C00996 + C22116 + C00001
R12371,forward,C22116 + C00003 => C22121 + C00004 + C00011 + C00080
R12371,reverse,C22121 + C00004 + C00011 + C00080 => C22116 + C00003
R12372,forward,2C00999 + 2C00080 + C11522 + C00007 => 2C00996 + C22117 + C00001
R12373,forward,2C00999 + 2C00080 + C22117 + C00007 => 2C00996 + 2C00001 + C22118
R12374,forward,2C00999 + 2C00080 + C22118 + C00007 => 2C00996 + C22119 + C00001
R12375,forward,C22119 + C00003 => C22122 + C00004 + C00011 + C00080
R12375,reverse,C22122 + C00004 + C00011 + C00080 => C22119 + C00003
R12376,forward,C22120 + C00003 => C22123 + C00004 + C00011 + C00080
R12376,reverse,C22123 + C00004 + C00011 + C00080 => C22120 + C00003
R12377,forward,6C00999 + 3C00007 + 6C00080 + C08830 => 6C00996 + 4C00001 + C22116
R12378,forward,6C00999 + 3C00007 + 6C00080 + C11522 => 6C00996 + 4C00001 + C22119
R12379,forward,6C00999 + 3C00007 + 6C00080 + C11523 => 6C00996 + 4C00001 + C22120
R12380_v1,forward,8C00683 + 6C00005 + 6C00080 + C22124 + Z00038 => 8C00010 + 6C00006 + 8C00011 + 8C00001 + C22125 + Z00038
R12380_v1,reverse,8C00010 + 6C00006 + 8C00011 + 8C00001 + C22125 + Z00038 => 8C00683 + 6C00005 + 6C00080 + C22124 + Z00038
R12381_v1,forward,7C00683 + 4C00005 + 4C00080 + C22124 + Z00038 => 7C00011 + 4C00006 + 7C00010 + 7C00001 + C22126 + Z00038
R12381_v1,reverse,7C00011 + 4C00006 + 7C00010 + 7C00001 + C22126 + Z00038 => 7C00683 + 4C00005 + 4C00080 + C22124 + Z00038
R12382,forward,C00029 + C20715 => C00015 + C22127
R12382,reverse,C00015 + C22127 => C00029 + C20715
R12383,forward,C00029 + C20715 => C00015 + C22128
R12383,reverse,C00015 + C22128 => C00029 + C20715
R12384,forward,C00029 + C22127 => C00015 + C20779
R12384,reverse,C00015 + C20779 => C00029 + C22127
R12385,forward,C00029 + C22128 => C00015 + C20778
R12385,reverse,C00015 + C20778 => C00029 + C22128
R12386,forward,C00029 + C20779 => C00015 + C20725
R12386,reverse,C00015 + C20725 => C00029 + C20779
R12387,forward,C00029 + C20780 => C00015 + C08946
R12387,reverse,C00015 + C08946 => C00029 + C20780
R12388,forward,C00029 + C20716 => C00015 + C22129
R12388,reverse,C00015 + C22129 => C00029 + C20716
R12389,forward,C00029 + C17148 => C00015 + C22130
R12389,reverse,C00015 + C22130 => C00029 + C17148
R12390,forward,C22131 + C00001 => C00301 + C00033
R12390,reverse,C00301 + C00033 => C22131 + C00001
R12391,forward,C20658 + C00001 => C00301 + C00033
R12392_v1,forward,C21896 + C00001 + Z00054 => C21895 + C00033 + Z00054
R12392_v1,reverse,C21895 + C00033 + Z00054 => C21896 + C00001 + Z00054
R12393,forward,C00002 + C01530 => C00013 + C22132
R12393,reverse,C00013 + C22132 => C00002 + C01530
R12394,forward,C22132 + C21097 => C00020 + C22134
R12394,reverse,C00020 + C22134 => C22132 + C21097
R12395,forward,C00002 + C01530 + C21097 => C00020 + C00013 + C22134
R12395,reverse,C00020 + C00013 + C22134 => C00002 + C01530 + C21097
R12396,forward,C00002 + C00249 => C00013 + C22135
R12396,reverse,C00013 + C22135 => C00002 + C00249
R12397,forward,C22135 + C21097 => C00020 + C22124
R12397,reverse,C00020 + C22124 => C22135 + C21097
R12398,forward,C00002 + C00249 + C21097 => C00020 + C00013 + C22124
R12398,reverse,C00020 + C00013 + C22124 => C00002 + C00249 + C21097
R12399,forward,C22121 + C00005 + C00080 => C02141 + C00006
R12399,reverse,C02141 + C00006 => C22121 + C00005 + C00080
R12400,forward,C22122 + C00005 + C00080 => C15777 + C00006
R12400,reverse,C15777 + C00006 => C22122 + C00005 + C00080
R12401,forward,C22123 + C00005 + C00080 => C15782 + C00006
R12401,reverse,C15782 + C00006 => C22123 + C00005 + C00080
R12402,forward,C02945 + C00006 => C01876 + C00005 + C00080
R12402,reverse,C01876 + C00005 + C00080 => C02945 + C00006
R12403_v1,forward,6C00999 + 3C00007 + 6C00080 + C05103 + Z00015 => 6C00996 + 4C00001 + C22112 + Z00015
R12404,forward,C22112 + C00006 => C22136 + C00005 + C00080 + C00011
R12404,reverse,C22136 + C00005 + C00080 + C00011 => C22112 + C00006
R12405,forward,C22136 + C00005 + C00080 => C05437 + C00006
R12405,reverse,C05437 + C00006 => C22136 + C00005 + C00080
R12406,forward,C22111 + C00006 => C01876 + C00011 + C00005 + C00080
R12406,reverse,C01876 + C00011 + C00005 + C00080 => C22111 + C00006
R12407,forward,C00047 + C00026 + C00007 + C00698 + C00080 => C22137 + C00042 + C00011 + C00001
R12408,forward,C22137 + C00030 + C00007 => C04075 + C00028 + C00067 + C00014 + C00001
R12409,forward,C04075 => C22138 + C00698 + C00080
R12409,reverse,C22138 + C00698 + C00080 => C04075
R12410,forward,C22138 + C00025 => C22139
R12410,reverse,C22139 => C22138 + C00025
R12411,forward,C22139 + C00026 + C00007 => C22140 + C00042 + C00011
R12412,forward,C22140 + C00001 => C22141 + C00025
R12412,reverse,C22141 + C00025 => C22140 + C00001
R12413,forward,C00078 + C00079 => C22142
R12413,reverse,C22142 => C00078 + C00079
R12414,forward,C22142 + C00019 => C22143 + C00021
R12414,reverse,C22143 + C00021 => C22142 + C00019
R12415,forward,2C22143 => C22144
R12415,reverse,C22144 => 2C22143
R12416,forward,2C00999 + 2C00080 + C21529 + C00007 => 2C00996 + 2C00001 + C21531
R12417,forward,3C00002 + C00108 + C00078 + C00041 => 3C00020 + 3C00013 + C22145 + C00001
R12417,reverse,3C00020 + 3C00013 + C22145 + C00001 => 3C00002 + C00108 + C00078 + C00041
R12418,forward,3C03024 + 2C00007 + C22145 => 3C03161 + 2C00001 + C22146
R12419,forward,C22146 + C00041 + C00002 => C22147 + C00020 + C00013 + C00001
R12419,reverse,C22147 + C00020 + C00013 + C00001 => C22146 + C00041 + C00002
R12420,forward,C22147 + C00007 => C22148 + C00027
R12421,forward,C22148 => C22149
R12421,reverse,C22149 => C22148
R12422_v1,forward,2C22150 + C00006 + C00080 + Z00013 + Z00001 => 2C22151 + C00005 + Z00013 + Z00001
R12422_v1,reverse,2C22151 + C00005 + Z00013 + Z00001 => 2C22150 + C00006 + C00080 + Z00013 + Z00001
R12422_v2,forward,2C22150 + C00006 + C00080 + Z00063 + Z00013 => 2C22151 + C00005 + Z00063 + Z00013
R12422_v2,reverse,2C22151 + C00005 + Z00063 + Z00013 => 2C22150 + C00006 + C00080 + Z00063 + Z00013
R12423,forward,C22160 + C22154 + 2C00019 + 2C22150 + 8C00080 => C15973 + C22155 + 2C00283 + 4C14818 + 2C00073 + 2C05198 + 2C22151
R12423_v1,forward,2C00019 + 2C22150 + 8C00080 + C22160 + C22154 + Z00063 => 2C00283 + 4C14818 + 2C00073 + 2C05198 + 2C22151 + C15973 + C22155 + Z00063
R12423_v1,reverse,2C00283 + 4C14818 + 2C00073 + 2C05198 + 2C22151 + C15973 + C22155 + Z00063 => 2C00019 + 2C22150 + 8C00080 + C22160 + C22154 + Z00063
R12424_v1,forward,2C00019 + 2C22150 + 8C00080 + C22159 + C22154 + Z00063 => 2C00283 + 4C14818 + 2C00073 + 2C05198 + 2C22151 + C02972 + C22155 + Z00063
R12424_v1,reverse,2C00283 + 4C14818 + 2C00073 + 2C05198 + 2C22151 + C02972 + C22155 + Z00063 => 2C00019 + 2C22150 + 8C00080 + C22159 + C22154 + Z00063
R12425,forward,C22159 + C22158 => C22157 + C22160
R12425,reverse,C22157 + C22160 => C22159 + C22158
R12426,forward,C02051 + C22158 => C22157 + C15972
R12426,reverse,C22157 + C15972 => C02051 + C22158
R12427,forward,C05752 + C22158 => C22160 + C00229
R12427,reverse,C22160 + C00229 => C05752 + C22158
R12428,forward,C05752 + C22157 => C22159 + C00229
R12428,reverse,C22159 + C00229 => C05752 + C22157
R12429_v1,forward,C00002 + C06423 + C22158 + Z00029 => C22160 + C00020 + C00013 + Z00029
R12429_v1,reverse,C22160 + C00020 + C00013 + Z00029 => C00002 + C06423 + C22158 + Z00029
R12430,reverse,C01944 + C00229 => C05752 + C00010
R12431,forward,C01944 + C22158 => C22160 + C00010
R12431,reverse,C22160 + C00010 => C01944 + C22158
R12432,forward,C02972 + C22158 => C22157 + C15973
R12432,reverse,C22157 + C15973 => C02972 + C22158
R12433_v1,forward,C00002 + C16241 + C22157 + Z00029 => C02051 + C00020 + C00013 + Z00029
R12433_v1,reverse,C02051 + C00020 + C00013 + Z00029 => C00002 + C16241 + C22157 + Z00029
R12434,forward,C00002 + C02147 => C22161 + C00013
R12434,reverse,C22161 + C00013 => C00002 + C02147
R12435,forward,C22161 + C22158 => 2C00080 + C15972 + C00020
R12435,reverse,2C00080 + C15972 + C00020 => C22161 + C22158
R12436,forward,C00078 + C00135 => C22162
R12436,reverse,C22162 => C00078 + C00135
R12437,forward,C22162 + C00235 => C22163 + C00013
R12437,reverse,C22163 + C00013 => C22162 + C00235
R12438,forward,C22162 => C22164
R12438,reverse,C22164 => C22162
R12439,forward,C22164 + C00235 => C22165 + C00013
R12439,reverse,C22165 + C00013 => C22164 + C00235
R12440,forward,C22163 => C22165
R12440,reverse,C22165 => C22163
R12441,forward,2C03024 + 2C00007 + C22165 => 2C03161 + 3C00001 + C22166
R12442,forward,C22166 + C03024 + C00007 => C22167 + C03161 + C00001
R12443,forward,C22167 + C00019 => C22168 + C00021
R12443,reverse,C22168 + C00021 => C22167 + C00019
R12444,forward,C22165 + C03024 + C00007 => C22169 + C03161 + C00001
R12445,forward,C22169 + C03024 + C00007 => 2C00001 + C22170 + C03161
R12446,forward,C22170 + C03024 + C00007 => C22167 + C03161 + C00001
R12447,forward,C22169 + C00019 => C22171 + C00021
R12447,reverse,C22171 + C00021 => C22169 + C00019
R12448,forward,C22171 + C03024 + C00007 => C22172 + C03161 + C00001
R12449_v1,forward,C00002 + C16241 + C22158 + Z00029 => C15972 + C00020 + C00013 + Z00029
R12449_v1,reverse,C15972 + C00020 + C00013 + Z00029 => C00002 + C16241 + C22158 + Z00029
R12450,forward,C16238 + C22158 => C15972 + C00020
R12450,reverse,C15972 + C00020 => C16238 + C22158
R12451_v1,forward,C06455 + C00007 + Z00015 => C00058 + C00009 + Z00015
R12452_v1,forward,C20396 + C00026 + C00007 + Z00015 => C06455 + C00042 + C00011 + Z00015
R12453,forward,C09823 + C00006 => C09811 + C00005 + C00080
R12453,reverse,C09811 + C00005 + C00080 => C09823 + C00006
