,mean_dor,ne_size,dtype
655,1.7723344971244135,389,lower
656,1.8889056049770336,4119,lower
657,1.9523854194585903,395,lower
658,1.975559124475213,399,lower
659,1.9569397811708553,81,lower
660,1.9274151748241388,398,lower
661,1.9646082509804317,406,lower
662,1.9233764445949322,4111,lower
663,1.994021396437363,4101,lower
664,1.9101541536154694,398,lower
665,1.940857229023595,385,lower
666,1.951330487323134,81,lower
667,1.9161790966815886,393,lower
668,1.88616502545074,414,lower
669,1.950885465829075,78,lower
670,1.9349751855240807,405,lower
671,1.9339863163180868,400,lower
672,1.9287360567122476,414,lower
673,1.8952984625603677,408,lower
674,1.9503356111145969,397,lower
675,1.938409124333494,389,lower
676,1.8848729860924989,408,lower
677,1.9777544351073766,75,lower
678,1.9579513496806735,416,lower
679,1.9428463643939833,396,lower
680,1.9721942474500023,409,lower
681,1.9273152879474722,392,lower
682,1.921574362873535,398,lower
683,1.9644763481046266,398,lower
684,1.909460735096624,432,lower
685,1.941779634412688,391,lower
686,1.9065047371703876,408,lower
687,1.9541468627589265,82,lower
688,1.932287157287158,426,lower
689,1.9592253842880414,403,lower
690,1.985951951630855,394,lower
691,1.9021029282365798,401,lower
692,1.9211537355225063,4106,lower
693,1.970264433417626,450,lower
694,1.9892217290369287,394,lower
695,1.923159225375974,403,lower
696,1.91701516962841,95,lower
697,1.9043864515503173,410,lower
698,1.9321420377549354,391,lower
699,1.9691873045514507,403,lower
700,1.8942102870674298,402,lower
701,1.971689903493227,389,lower
702,1.9531074328066809,393,lower
703,1.9338314955611875,404,lower
704,1.9508291134052687,384,lower
705,1.9695803784476758,78,lower
706,1.968359788359788,402,lower
707,1.8925076353938142,4122,lower
708,1.959334845049131,105,lower
709,1.9146075660537971,412,lower
710,1.9186400486120372,391,lower
711,1.9883761475604735,388,lower
712,1.9767312008978677,399,lower
713,1.9323599249013914,380,lower
714,1.9675163128576996,396,lower
715,1.9402372974632112,80,lower
716,1.9442866877390694,78,lower
717,1.9227533036006423,409,lower
718,1.876026744030946,4090,lower
719,1.9482125670996873,394,lower
720,1.9710860989328902,388,lower
721,1.9137642886697985,399,lower
722,1.940344231968882,415,lower
723,1.9685280172675137,415,lower
724,1.938363129504586,390,lower
725,1.884773632291054,393,lower
726,1.9648836408999013,77,lower
727,1.9741660165749804,393,lower
728,1.9676318914130355,388,lower
729,1.8868127710854459,395,lower
730,1.8969559161461154,399,lower
731,1.939212745202757,397,lower
732,1.9973444192491816,404,lower
733,1.9658449551933264,403,lower
734,1.9410122528543585,4114,lower
735,1.8863193860939305,441,lower
736,1.9558699761956067,414,lower
737,1.9527653124889754,89,lower
738,1.9214141414141415,389,lower
739,1.825644407497767,392,lower
740,1.95839632149156,399,lower
741,1.940176754462469,381,lower
742,1.9545786664834288,403,lower
743,1.8899719923747675,397,lower
744,1.944512826395843,4114,lower
745,1.949029719312223,4097,lower
746,1.885615508829795,396,lower
747,1.933403131764845,407,lower
748,1.9343709200852062,397,lower
749,1.9772587351438895,4144,lower
750,1.8835489246203532,392,lower
751,1.9328376776539495,401,lower
752,1.8874793046866456,395,lower
753,1.948155765802825,387,lower
754,1.9419711057823803,385,lower
755,1.9111548038018626,4102,lower
756,1.917048156817449,4107,lower
757,1.9039784289784292,401,lower
758,1.9553334599696834,4091,lower
759,1.9546907017145112,378,lower
760,1.9382716049382718,391,lower
761,2.002611898294672,391,lower
762,1.9483532554435918,400,lower
763,1.8895287286902198,398,lower
764,1.9069255843362989,4091,lower
765,1.8881161309066619,397,lower
766,1.9522797505566931,396,lower
767,1.9042215124532202,390,lower
768,1.9888029827315543,392,lower
769,1.9714966465797037,390,lower
770,1.9380064820541008,78,lower
771,1.9283942423404732,393,lower
772,1.856493110064539,398,lower
773,1.988083307397033,386,lower
774,1.8266280252633333,4109,lower
775,1.8745522360718443,405,lower
776,1.9537034258147707,69,lower
777,1.9707087692671588,402,lower
778,1.9396228455248403,386,lower
779,1.9266316557829508,388,lower
780,1.8817681830839728,97,lower
781,1.9682429783620266,83,lower
782,1.9521231219760633,387,lower
783,1.923291895882932,412,lower
784,2.006483967856149,78,lower
785,2.0019445204372084,390,lower
786,1.934559906555796,392,lower
787,1.9445780962532733,404,lower
788,1.9342604505917202,402,lower
789,1.914332069039543,4104,lower
790,1.8710413300348587,404,lower
791,1.9515054169816073,409,lower
792,1.8323488151087948,4093,lower
793,1.9193289917593057,387,lower
794,1.9458621447740587,77,lower
795,1.9316462656117832,409,lower
796,1.9617323570254974,422,lower
797,1.9371466360436953,419,lower
798,1.9421488591875498,4100,lower
799,1.8878464348702446,402,lower
800,1.9501228465688403,407,lower
801,1.9109167948453663,431,lower
802,1.9407965269441108,396,lower
803,1.9349143361048124,4101,lower
804,1.8523146295555262,400,lower
805,1.9585490020924197,397,lower
806,1.8765256102440977,398,lower
807,1.8488113764024126,385,lower
808,1.9911953603645682,405,lower
809,1.9648109051960598,392,lower
810,1.9276256727762329,398,lower
811,1.935294359636465,393,lower
812,1.960202391141642,393,lower
813,1.9446292454695817,387,lower
814,1.9474097017860843,400,lower
815,1.8646958856015476,391,lower
816,1.9513986314635887,4107,lower
817,1.9590186074429774,397,lower
818,1.8560440440774397,80,lower
819,1.815294127997578,4098,lower
820,1.9316744575311247,401,lower
821,1.9234260326165593,385,lower
822,1.9499828545630555,395,lower
823,1.8833652855081429,384,lower
824,1.835856009070295,389,lower
825,1.9102140856342535,4095,lower
826,1.9314793901750424,416,lower
827,2.0151501707402333,408,lower
828,1.926428678969329,414,lower
829,1.9249376593424212,396,lower
830,1.9602466342662423,95,lower
831,1.9497258667776878,396,lower
832,1.9611157952323368,392,lower
833,1.93640389620934,432,lower
834,1.8741653894759487,4116,lower
835,1.8086723086670566,4101,lower
836,1.9118134249673147,398,lower
837,1.8262566137566136,103,lower
838,1.856772201239988,400,lower
839,1.9431644880174292,392,lower
840,1.9486971908769941,407,lower
841,1.8966569365378891,4120,lower
842,1.9833948899425096,4120,lower
843,1.9713342795075144,4104,lower
844,1.9376223845167948,400,lower
845,1.9400642094956007,408,lower
846,1.9605974258750822,78,lower
847,1.9346774384712218,417,lower
848,1.9831125541384647,385,lower
849,1.8765610789770457,412,lower
850,1.9186004401760706,429,lower
851,1.9897578611864333,400,lower
852,1.9532802514945378,394,lower
853,1.8666357009792645,391,lower
854,1.9775215281794232,396,lower
855,1.9701148916061202,403,lower
856,1.9672061951002842,4113,lower
857,1.9518556179270468,97,lower
858,1.9344074929799466,4119,lower
859,1.9046042776084793,4096,lower
860,1.9723475355054303,398,lower
861,1.9698016405736998,390,lower
862,1.9424319727891155,405,lower
863,1.9257132030531048,393,lower
864,1.9475757240565603,83,lower
865,1.9851351864509763,402,lower
866,1.9799459688181495,82,lower
867,1.7810497413284871,386,lower
868,1.8723827756856213,4117,lower
869,1.9867346097035414,384,lower
870,1.967215330576675,76,lower
871,1.9192121484609173,397,lower
872,1.8719438134616708,398,lower
873,1.9059203142536478,80,lower
874,1.971791808163989,4093,lower
875,1.9257846578583013,89,lower
