,mean_dor,ne_size,dtype
876,1.8324524083137528,395,lower
877,1.9533285988760614,76,lower
878,1.9708078413449381,75,lower
879,1.859710166117729,404,lower
880,1.9809177374653568,397,lower
881,1.8947492739785972,404,lower
882,1.98529143138737,80,lower
883,1.922626755720648,393,lower
884,1.9300561366737843,4099,lower
885,1.9460458152737636,399,lower
886,1.9174095418964061,401,lower
887,1.9116339617297051,400,lower
888,2.004283626029346,400,lower
889,1.9748698666864013,80,lower
890,1.7583057340392092,78,lower
891,1.9835251291258644,398,lower
892,1.8564399665590148,394,lower
893,1.9816668788727616,406,lower
894,1.9564197648756472,425,lower
895,1.9334709319242265,4140,lower
896,1.9106865064346863,411,lower
897,1.961937097853771,71,lower
898,1.9229660551089127,4109,lower
899,1.962510574097192,4107,lower
900,1.851961407019877,4124,lower
901,1.9163731418493328,422,lower
902,1.9571616143972999,75,lower
903,1.9520708156577722,403,lower
904,1.8675988914084154,401,lower
905,1.9667934997638827,81,lower
906,1.9683587975328354,392,lower
907,1.9201924168951225,397,lower
908,1.9326684685805344,401,lower
909,1.9184872116419733,394,lower
910,1.9009247919256542,387,lower
911,1.932064903467214,391,lower
912,1.9417209939531366,4105,lower
913,1.9417357448029717,382,lower
914,1.9527239065282544,395,lower
915,1.9410997732426305,413,lower
916,2.001981836505646,400,lower
917,1.9720341330755233,75,lower
918,1.8837780167888531,384,lower
919,1.9409429793652886,392,lower
920,1.9757855047373718,74,lower
921,1.9337199503045155,384,lower
922,1.9463252571560028,389,lower
923,1.936495811909891,4127,lower
924,1.962136521275177,397,lower
925,1.9493475923007415,392,lower
926,1.9855159100677313,4112,lower
927,1.905492846711334,4101,lower
928,1.9067299647131581,395,lower
929,1.9638679518594828,88,lower
930,1.9390194539922971,384,lower
931,1.998804007488581,382,lower
932,1.9657081921087527,4130,lower
933,1.8894101618844514,4109,lower
934,1.9293949631134504,389,lower
935,1.8955735071806505,4118,lower
936,1.8206513680449599,4118,lower
937,1.9128821537648484,396,lower
938,1.9482771220239896,395,lower
939,1.8834162883061756,396,lower
940,1.915986945153612,402,lower
941,1.8872558885214166,4110,lower
942,1.8695629767058344,412,lower
943,1.9452519812638862,4113,lower
944,1.9252260919515274,402,lower
945,1.883250677893535,393,lower
946,1.938256520556941,402,lower
947,1.9022713529856392,392,lower
948,1.902790555616186,382,lower
949,1.9688525980192646,386,lower
950,1.8889408541194257,389,lower
951,1.9395603758072435,82,lower
952,1.976276844070962,405,lower
953,1.9669627110103296,77,lower
954,1.9756130361501325,397,lower
955,1.844640955404378,388,lower
956,1.9642361318916624,394,lower
957,1.973913344799199,383,lower
958,1.8736789665361095,404,lower
959,1.9361800121893291,399,lower
960,1.8913853622256986,394,lower
961,1.9673059608458765,391,lower
962,1.9212790412038536,77,lower
963,1.9043305880933903,389,lower
964,1.8918960846225654,407,lower
965,1.9706632589308033,397,lower
966,1.9814742761399686,397,lower
967,1.9451646542089247,393,lower
968,1.9270341166769742,387,lower
969,1.9733762269476558,4096,lower
970,1.974509419152276,76,lower
971,1.9539757588179394,385,lower
972,1.9664756648716553,391,lower
973,1.9592069413788347,70,lower
974,1.9035260400456484,406,lower
975,1.9718185253899543,394,lower
976,1.9593874341596562,385,lower
977,1.9035712938374005,400,lower
978,1.9077138956838209,389,lower
979,1.9174990374017358,425,lower
980,1.9532997338669607,386,lower
981,1.948300044968644,395,lower
982,1.9640209043448253,418,lower
983,1.9692130428114718,386,lower
984,1.9264683794027053,412,lower
985,1.938456323450058,395,lower
986,1.946603706830493,388,lower
987,1.9428232609027585,393,lower
988,1.9134632342965683,4110,lower
989,1.952363201172725,399,lower
990,1.9197543327095148,393,lower
991,1.947664058010849,397,lower
992,1.9276183007238907,389,lower
993,1.995157111018456,402,lower
994,1.9207779718302354,405,lower
995,1.9744664239964993,391,lower
996,1.9656401042801948,4107,lower
997,1.9274725274725273,394,lower
998,1.9246353930556368,4135,lower
999,1.9365933653277014,4109,lower
1000,2.7422041674278055,108,higher
1001,2.768356007377823,389,higher
1002,2.7090872166816333,77,higher
1003,2.702711851423795,81,higher
1004,2.694947211564375,75,higher
1005,2.730946377064389,82,higher
1006,2.6989263676680744,120,higher
1007,2.7165262136875956,73,higher
1008,2.712020513704158,76,higher
1009,2.724527321982851,74,higher
1010,2.7126128036425765,390,higher
1011,2.7593878950459594,81,higher
1012,2.7338423919495503,75,higher
1013,2.7303313309562065,77,higher
1014,2.725193095681817,72,higher
1015,2.7302045740525194,73,higher
1016,2.701208695617827,72,higher
1017,2.7104619969281623,77,higher
1018,2.7208651168770026,117,higher
1019,2.7513722453528864,73,higher
1020,2.7036879989260942,78,higher
1021,2.73832673724035,116,higher
1022,2.6775991265383756,86,higher
1023,2.7154508388217655,88,higher
1024,2.742258297439729,71,higher
1025,2.709094330582056,76,higher
1026,2.7324363358361397,79,higher
1027,2.7156794860177045,405,higher
1028,2.7354866362124266,69,higher
1029,2.7206039571193883,82,higher
1030,2.7075774798450385,89,higher
1031,2.7028832424495355,73,higher
1032,2.7322206442366754,74,higher
1033,2.7252846899056884,68,higher
1034,2.742131655275845,72,higher
1035,2.743536348149173,73,higher
1036,2.693423175564768,70,higher
1037,2.6974176997121555,70,higher
1038,2.7028475132442673,74,higher
1039,2.7609633537470057,83,higher
1040,2.731330311469283,68,higher
1041,2.7446659878394635,70,higher
1042,2.6865636065605227,80,higher
1043,2.76987099328552,76,higher
1044,2.7172752948359413,71,higher
1045,2.7397766355061113,74,higher
1046,2.7408666604122143,67,higher
1047,2.7301063927839775,73,higher
1048,2.703923936933881,73,higher
1049,2.7351325606623376,74,higher
1050,2.741484549724978,73,higher
1051,2.723663971113461,91,higher
1052,2.706354971914154,70,higher
1053,2.7208754448446664,72,higher
1054,2.708993980734056,80,higher
1055,2.720068543509499,71,higher
1056,2.7065504133802016,72,higher
1057,2.72882621351293,72,higher
1058,2.6914773719325074,80,higher
1059,2.741274472631317,75,higher
1060,2.7148735170222755,74,higher
1061,2.7320945729028088,71,higher
1062,2.722345653868205,77,higher
1063,2.725321040645899,69,higher
1064,2.7365861964615616,73,higher
1065,2.7398265999395526,70,higher
1066,2.7251759022429356,71,higher
1067,2.7159702214817663,78,higher
1068,2.7235725698694515,77,higher
1069,2.713013779736621,78,higher
1070,2.7072767898582435,70,higher
1071,2.720290272517307,99,higher
1072,2.7293147077932787,77,higher
1073,2.7012051576939693,71,higher
1074,2.7021717965911076,74,higher
1075,2.759755205074014,71,higher
1076,2.764394971828871,73,higher
1077,2.690032321533645,77,higher
1078,2.7360028982992812,75,higher
1079,2.7042733754762773,80,higher
1080,2.7381910700788255,71,higher
1081,2.7182186457242756,81,higher
1082,2.723930072334336,70,higher
1083,2.7096583945806096,82,higher
1084,2.744450170640646,393,higher
1085,2.7133067302105287,72,higher
1086,2.7143198510889883,73,higher
1087,2.7103329223773933,70,higher
1088,2.7441179042912163,71,higher
1089,2.702666960586233,82,higher
1090,2.6977772225742376,113,higher
1091,2.7577168246279276,71,higher
1092,2.7367017716794013,77,higher
1093,2.7326242817834347,72,higher
1094,2.7598592185311,73,higher
1095,2.729574947384077,81,higher
1096,2.7204772844810434,71,higher
1097,2.719559603631037,71,higher
1098,2.7346709124904613,72,higher
1099,2.7081705922588615,85,higher
1100,2.706718748730726,388,higher
1101,2.6977122804046494,74,higher
1102,2.7207508734487944,65,higher
1103,2.728683785726176,68,higher
1104,2.7161376612986725,67,higher
1105,2.719847459603895,71,higher
1106,2.7591932255945233,69,higher
1107,2.7241152874978813,395,higher
1108,2.722669475946811,388,higher
1109,2.713971368508925,75,higher
1110,2.740841760818426,71,higher
1111,2.708611294952147,73,higher
1112,2.7065395407780803,79,higher
1113,2.7267678840673826,70,higher
1114,2.7482159727801005,65,higher
1115,2.727523101332625,85,higher
1116,2.7193384020274776,75,higher
1117,2.6985969273121446,68,higher
1118,2.7293536872484236,74,higher
1119,2.683639794603539,72,higher
1120,2.7239722582582138,68,higher
1121,2.7470741221489106,68,higher
1122,2.7346906355782634,93,higher
1123,2.7082474127764433,75,higher
1124,2.709858646503654,74,higher
1125,2.7426324610698587,70,higher
1126,2.727245183382586,82,higher
1127,2.71753181043643,71,higher
1128,2.704675517448399,72,higher
1129,2.752200719257107,73,higher
1130,2.728917511393781,105,higher
1131,2.715434433795554,70,higher
1132,2.74424628762871,76,higher
1133,2.742822940224536,75,higher
1134,2.710433617098381,74,higher
1135,2.7044846422514164,71,higher
1136,2.69857525073977,76,higher
1137,2.720949791613543,76,higher
1138,2.7423505797425514,69,higher
1139,2.765526625919549,71,higher
1140,2.7276177818707903,75,higher
1141,2.773340905749001,74,higher
1142,2.720673342019765,72,higher
1143,2.670998774541599,73,higher
1144,2.698729781311235,70,higher
1145,2.705105642193214,77,higher
1146,2.760406711472764,70,higher
1147,2.722878809035369,74,higher
1148,2.7497530642440333,73,higher
1149,2.69941346909134,70,higher
1150,2.718636819765113,81,higher
1151,2.7187238098118236,77,higher
1152,2.724919867829478,74,higher
1153,2.704010688095901,68,higher
1154,2.7359082953651273,72,higher
1155,2.7448444696521785,76,higher
1156,2.737816681026426,77,higher
1157,2.7243908741520038,396,higher
1158,2.714370727177445,77,higher
1159,2.7028117705406274,84,higher
1160,2.7436406423831885,396,higher
1161,2.715650878245895,112,higher
1162,2.7528668415376654,391,higher
1163,2.7160443641047323,87,higher
1164,2.758494291291435,71,higher
1165,2.69656758538964,389,higher
1166,2.6809693403647428,74,higher
1167,2.749672774093881,78,higher
1168,2.734273574749765,80,higher
1169,2.7241836046195864,76,higher
1170,2.7105254469049984,83,higher
1171,2.781196391374797,72,higher
1172,2.715530196372952,68,higher
1173,2.733410385058775,73,higher
1174,2.719851916995263,79,higher
1175,2.7272873614491884,101,higher
1176,2.7406921822535444,87,higher
1177,2.7344813244735464,69,higher
1178,2.72928210771742,76,higher
1179,2.700988887637029,74,higher
1180,2.725734414149201,75,higher
1181,2.686783689698621,70,higher
1182,2.716164894136523,74,higher
1183,2.742456713649985,75,higher
1184,2.7119252235611624,90,higher
1185,2.6865622682371453,73,higher
1186,2.725928476844212,64,higher
1187,2.7246720503179205,83,higher
1188,2.7151718020952855,70,higher
1189,2.725814392152792,80,higher
1190,2.7050868808101565,75,higher
1191,2.7053160171621213,73,higher
1192,2.719586477221992,85,higher
1193,2.742772747517969,73,higher
1194,2.739696226777901,74,higher
1195,2.7154127178440683,73,higher
1196,2.7248854220772887,70,higher
1197,2.742056519126913,81,higher
1198,2.7024494609366316,71,higher
1199,2.749923339639008,73,higher
1200,2.719544265257647,75,higher
1201,2.719505191557554,76,higher
1202,2.7321098938223645,70,higher
1203,2.7066800025133357,80,higher
1204,2.741330147902218,72,higher
1205,2.682790851659383,73,higher
1206,2.7595121461662817,87,higher
1207,2.700350523953469,77,higher
1208,2.7520908845673597,431,higher
1209,2.7331652523225927,77,higher
1210,2.7452708976393048,73,higher
1211,2.756429121072693,109,higher
1212,2.7284908119553917,82,higher
1213,2.7088198018271905,86,higher
1214,2.680687830687831,78,higher
1215,2.728292771776159,77,higher
1216,2.7141824694982475,71,higher
1217,2.7203312761601866,74,higher
1218,2.73045351708453,76,higher
1219,2.7277246813728255,65,higher
1220,2.731988811712498,77,higher
1221,2.7169616078846195,69,higher
1222,2.7027601278513083,72,higher
1223,2.7355463044972983,69,higher
1224,2.7122527142375885,77,higher
1225,2.7201051219423755,80,higher
1226,2.721962319217958,75,higher
1227,2.7235894558528297,86,higher
1228,2.695206494253704,83,higher
1229,2.7617933736106175,87,higher
1230,2.7171177297248286,73,higher
1231,2.699112466412109,70,higher
1232,2.748058999650705,73,higher
1233,2.732485568730839,72,higher
1234,2.733835443298971,73,higher
1235,2.719363526977883,107,higher
1236,2.747168923618729,74,higher
1237,2.7394305441611206,78,higher
1238,2.740680906365278,398,higher
1239,2.710787349529284,75,higher
1240,2.694020766201217,71,higher
1241,2.7219085028170324,68,higher
1242,2.709777263412238,92,higher
1243,2.707743041486883,95,higher
1244,2.715902833754448,72,higher
1245,2.737648850686091,72,higher
1246,2.7256943301949184,79,higher
1247,2.701967636772739,395,higher
1248,2.7036614647068107,74,higher
1249,2.68865395850559,75,higher
1250,2.7375510657369726,77,higher
1251,2.7288392787977114,76,higher
1252,2.7330261281032606,71,higher
1253,2.7513111445336627,75,higher
1254,2.738892306929143,76,higher
1255,2.718690330267223,70,higher
1256,2.7266582605582275,74,higher
1257,2.7436525725965155,83,higher
1258,2.7325880134310787,75,higher
1259,2.7026539151472426,73,higher
1260,2.7051876545122227,85,higher
1261,2.702226464417923,68,higher
1262,2.739480486164509,83,higher
1263,2.7342609698306823,74,higher
1264,2.75009398401881,88,higher
1265,2.7029405341099695,75,higher
1266,2.7182124748754544,80,higher
1267,2.7288699924414206,68,higher
1268,2.7121464589775943,393,higher
1269,2.730997499097967,68,higher
1270,2.6966629836165827,75,higher
1271,2.719959793352954,73,higher
1272,2.7311735718195598,81,higher
1273,2.7202458872511213,87,higher
1274,2.7398177554103076,79,higher
1275,2.7367486838790094,74,higher
1276,2.7009441208521103,72,higher
1277,2.721244157738462,69,higher
1278,2.7290277395906934,74,higher
1279,2.689346188084104,77,higher
1280,2.703802481198182,79,higher
1281,2.7223002907213436,72,higher
1282,2.708686786598958,105,higher
1283,2.735009933973162,78,higher
1284,2.7084612368746614,71,higher
1285,2.710804314792514,383,higher
1286,2.7119115501146855,72,higher
1287,2.6999412728054177,77,higher
1288,2.719982984900144,74,higher
1289,2.7106501355831645,96,higher
1290,2.7077976722605532,74,higher
1291,2.7368840883619208,71,higher
1292,2.7234324582376073,71,higher
1293,2.7008015488344093,73,higher
1294,2.7023344971370524,68,higher
1295,2.727991182390928,83,higher
1296,2.706041853564233,390,higher
1297,2.730674516570956,391,higher
1298,2.7173435711884775,77,higher
1299,2.720414908830801,75,higher
1300,2.744165079082346,76,higher
1301,2.74881981546812,397,higher
1302,2.759389580464672,69,higher
1303,2.7189058933502444,71,higher
1304,2.705171848782298,69,higher
1305,2.7705439147909288,79,higher
1306,2.7219972671963304,89,higher
1307,2.7448855950053375,80,higher
1308,2.69814552385888,81,higher
1309,2.700544320464104,75,higher
1310,2.719090022385178,109,higher
1311,2.6926174957503277,104,higher
1312,2.7353201682833364,89,higher
1313,2.711148536645537,70,higher
1314,2.7188318017265383,82,higher
1315,2.727122343232472,385,higher
1316,2.70335376347344,86,higher
1317,2.7067120459974108,78,higher
1318,2.7266900244454426,83,higher
1319,2.7182121867671944,420,higher
1320,2.7136958706612653,67,higher
1321,2.7096133740140167,76,higher
1322,2.7407223163514245,70,higher
1323,2.7417267457985464,104,higher
1324,2.7272873006167933,75,higher
1325,2.72386420497515,79,higher
1326,2.7177940162894707,388,higher
1327,2.707150108454713,80,higher
1328,2.7277627747196065,71,higher
1329,2.7308739942219478,73,higher
1330,2.715225072839697,73,higher
1331,2.7030801363902675,86,higher
1332,2.7241115461588126,74,higher
1333,2.7353163939691125,74,higher
1334,2.7016595928876623,77,higher
1335,2.766932868798525,66,higher
1336,2.7455039460678554,80,higher
1337,2.696501767054096,76,higher
1338,2.724801180440278,70,higher
1339,2.760086342229199,109,higher
1340,2.7126130395867234,77,higher
1341,2.6973165423354013,74,higher
1342,2.7589773043720416,72,higher
1343,2.720672252640894,77,higher
1344,2.7183960431890037,92,higher
1345,2.7437774330004907,69,higher
1346,2.7200168485146903,77,higher
1347,2.7406732150595485,74,higher
1348,2.718501974627546,67,higher
1349,2.7131242775596727,72,higher
1350,2.7288175308592733,72,higher
1351,2.761502227177682,82,higher
1352,2.730306326734898,63,higher
1353,2.705815642534723,67,higher
1354,2.7209757217563304,83,higher
1355,2.736441894850626,80,higher
1356,2.7281683707017295,75,higher
1357,2.7258174237436905,75,higher
1358,2.730137816016211,72,higher
1359,2.7066281125523624,74,higher
1360,2.712746890678414,69,higher
1361,2.7004145669764483,79,higher
1362,2.71929896014124,69,higher
1363,2.694528682546049,85,higher
1364,2.7656918244050965,67,higher
1365,2.734751701604741,78,higher
1366,2.7034983693229417,386,higher
1367,2.7006623666656093,84,higher
1368,2.7160748084238207,81,higher
1369,2.7342667724754315,73,higher
1370,2.716446528038007,73,higher
1371,2.7317947646895013,78,higher
1372,2.7241015547837013,69,higher
1373,2.725789603125184,78,higher
1374,2.7115156781065983,79,higher
1375,2.7334665998823233,76,higher
1376,2.7537254433626956,71,higher
1377,2.7085300631943876,68,higher
1378,2.7198588625524867,72,higher
1379,2.7421692684648074,81,higher
1380,2.7079982323824687,78,higher
1381,2.731582247834871,66,higher
1382,2.750330225101253,80,higher
1383,2.730312600477236,81,higher
1384,2.7096833922751107,78,higher
1385,2.747172902829877,75,higher
1386,2.7533321398734936,65,higher
1387,2.707092139534364,386,higher
1388,2.728919438145628,76,higher
1389,2.7004561350378915,103,higher
1390,2.7333905835375805,68,higher
1391,2.721536635383484,66,higher
1392,2.7413702435999046,76,higher
1393,2.7273036565053372,107,higher
1394,2.72403443217369,66,higher
1395,2.7453678782798994,83,higher
1396,2.7049636594536954,85,higher
1397,2.7284474207444744,392,higher
1398,2.7289154674806304,403,higher
1399,2.6967881464122065,72,higher
1400,2.712153183769725,390,higher
1401,2.7402500776365675,71,higher
1402,2.6998226358472324,70,higher
1403,2.716131264486557,88,higher
1404,2.726579013671745,71,higher
1405,2.749898075354983,82,higher
1406,2.7243686370252784,67,higher
1407,2.698503559210238,78,higher
1408,2.703980703392468,390,higher
1409,2.7063668574472755,71,higher
1410,2.70840932773571,70,higher
1411,2.7184076871364145,66,higher
1412,2.7158207771624623,78,higher
1413,2.7213863323107015,75,higher
1414,2.7023849305804184,85,higher
1415,2.7141068105746475,70,higher
1416,2.7455369068280024,68,higher
1417,2.7068380202908884,75,higher
1418,2.7194694210410324,70,higher
1419,2.730590276705565,71,higher
1420,2.7191663487950133,68,higher
1421,2.733359706604999,395,higher
1422,2.7115260185776147,65,higher
1423,2.7059256665000153,76,higher
1424,2.6912515153635193,66,higher
1425,2.688242775347234,75,higher
1426,2.743025636440229,82,higher
1427,2.7178063622538184,92,higher
1428,2.7465920986608285,110,higher
1429,2.7168934230276096,72,higher
1430,2.7313053919068957,70,higher
1431,2.724350688573619,389,higher
1432,2.6978079159284336,106,higher
1433,2.6971855503128306,74,higher
1434,2.7344833724281377,69,higher
1435,2.7031759675058304,91,higher
1436,2.7490648899857835,77,higher
1437,2.729794211591446,66,higher
1438,2.719436635301429,81,higher
1439,2.7158866598006903,84,higher
1440,2.726139000700404,86,higher
1441,2.7023859481843293,84,higher
1442,2.7347511526164676,77,higher
1443,2.728802315074409,68,higher
1444,2.723225678373018,74,higher
1445,2.73636373786731,111,higher
1446,2.740617416557266,70,higher
1447,2.7111549165120596,78,higher
1448,2.6810912785337266,89,higher
1449,2.720614532362652,74,higher
1450,2.7160242378329507,74,higher
1451,2.7283607718544314,80,higher
1452,2.7344334226703406,74,higher
1453,2.728654713388712,74,higher
1454,2.7572881904062827,76,higher
1455,2.753991439653671,79,higher
1456,2.7296945409386573,78,higher
1457,2.717980470466465,72,higher
1458,2.7357031354356978,72,higher
1459,2.762401550431327,74,higher
1460,2.706376296714295,75,higher
1461,2.727627763028765,108,higher
1462,2.744765913562906,69,higher
1463,2.7556744732846745,74,higher
1464,2.7237696691579854,78,higher
1465,2.709425514845314,73,higher
1466,2.730941580869844,70,higher
1467,2.7317582250533285,71,higher
1468,2.76982667026367,68,higher
1469,2.728990931160147,78,higher
1470,2.728254492847426,72,higher
1471,2.7383663253986894,69,higher
1472,2.726420682275483,70,higher
1473,2.7413958596300483,78,higher
1474,2.7057666553325506,129,higher
1475,2.715828163856424,75,higher
1476,2.7113577996395435,83,higher
1477,2.7253013304561375,70,higher
1478,2.7329419862873445,77,higher
1479,2.698194856966787,70,higher
1480,2.721479988802799,73,higher
1481,2.721247162367204,70,higher
1482,2.748887923890974,66,higher
1483,2.695698827998326,115,higher
1484,2.681089719247614,74,higher
1485,2.7034132646522155,80,higher
1486,2.728189325458233,93,higher
1487,2.7281884743988702,71,higher
1488,2.734827250833218,85,higher
1489,2.744196226343083,72,higher
1490,2.7238884000788763,79,higher
1491,2.7135181945483566,77,higher
1492,2.7095515353154394,64,higher
1493,2.7317886350555227,80,higher
1494,2.7512621401354758,79,higher
1495,2.7299204337332545,81,higher
1496,2.7330901268583956,63,higher
1497,2.7383023757083906,69,higher
1498,2.712044266622513,75,higher
1499,2.7053822513441386,77,higher
1500,2.767282527045906,70,higher
1501,2.734629301391497,80,higher
1502,2.7323549327308725,93,higher
1503,2.7085674695410074,77,higher
1504,2.706912578052317,73,higher
1505,2.703381022674947,99,higher
1506,2.6935562341517136,66,higher
1507,2.7490503442667067,72,higher
1508,2.6920321164338468,77,higher
1509,2.7012448449165243,86,higher
1510,2.690196219402849,75,higher
1511,2.706169467393017,76,higher
1512,2.7648002784097954,75,higher
1513,2.7243263687097055,83,higher
1514,2.723542652928618,82,higher
1515,2.7201827929434983,74,higher
1516,2.7223413873789815,71,higher
1517,2.755942141846375,68,higher
1518,2.7078924162257487,75,higher
1519,2.7313316242676406,77,higher
1520,2.7253922286082024,76,higher
1521,2.691725405789839,84,higher
1522,2.7198246940101574,92,higher
1523,2.725421395515868,81,higher
1524,2.73529364723946,81,higher
1525,2.7456113368306894,76,higher
1526,2.720176028845581,85,higher
1527,2.6914553498016462,71,higher
1528,2.7219444511811455,390,higher
1529,2.711465742191948,80,higher
1530,2.744952783932586,108,higher
1531,2.6965681144252573,71,higher
1532,2.75471243931619,76,higher
1533,2.7269627854377774,75,higher
1534,2.709519417197361,85,higher
1535,2.7112284289066615,66,higher
1536,2.73547051013302,67,higher
1537,2.6977635332824668,78,higher
1538,2.727065574883614,386,higher
1539,2.721808995354933,80,higher
1540,2.7370307950248254,74,higher
1541,2.7050786434960314,70,higher
1542,2.7080037401047186,70,higher
1543,2.736273963939595,83,higher
1544,2.7405932420506893,90,higher
1545,2.7111845651976467,71,higher
1546,2.7103443131638616,80,higher
1547,2.701741548269506,113,higher
1548,2.719251161629452,72,higher
1549,2.7508005222290937,107,higher
1550,2.729500111226486,75,higher
1551,2.7526027764123,105,higher
1552,2.711863810260537,75,higher
1553,2.727740865609928,82,higher
1554,2.702619367920102,78,higher
1555,2.7050600670426093,74,higher
1556,2.7130636485821875,72,higher
1557,2.724203365556748,78,higher
1558,2.7501879062495243,75,higher
1559,2.6962647060078133,86,higher
1560,2.784524609816647,77,higher
1561,2.7229306517773626,69,higher
1562,2.7140637529151923,71,higher
1563,2.72970464918616,70,higher
1564,2.740965369847074,74,higher
1565,2.7235760480390465,70,higher
1566,2.706440419673296,75,higher
1567,2.7335619193914122,83,higher
1568,2.731041234232396,74,higher
1569,2.724597905497339,82,higher
1570,2.7502390084157002,71,higher
1571,2.749942684338803,105,higher
1572,2.7036052058431794,87,higher
1573,2.7634799907452114,387,higher
1574,2.752086088106275,71,higher
1575,2.726695415512861,69,higher
1576,2.722939017454788,387,higher
1577,2.72376086996599,85,higher
1578,2.7187646560372722,80,higher
1579,2.7145437322314296,69,higher
1580,2.7410649555423254,71,higher
1581,2.7050580411396976,80,higher
1582,2.7250270034401933,76,higher
1583,2.7681806729425777,72,higher
1584,2.7577128385977168,384,higher
1585,2.723443169438925,75,higher
1586,2.7106797539828644,72,higher
1587,2.726824737511833,74,higher
1588,2.712311392543222,64,higher
1589,2.72280756517305,67,higher
1590,2.738381149911087,69,higher
1591,2.734773021021842,87,higher
1592,2.738034502088586,73,higher
1593,2.749933972326845,80,higher
1594,2.7568006727864502,77,higher
1595,2.72775987669017,70,higher
1596,2.732901877376843,74,higher
1597,2.719063970412931,68,higher
1598,2.7266815581746457,85,higher
1599,2.735396425866134,79,higher
1600,2.76934321934336,71,higher
1601,2.732894611715134,80,higher
1602,2.6948992326840777,78,higher
1603,2.7375714474391395,79,higher
1604,2.7057668904190693,72,higher
1605,2.7291502245093118,68,higher
1606,2.7255332000946035,92,higher
1607,2.7480255066660595,80,higher
1608,2.7212161934765855,68,higher
1609,2.736525184645485,108,higher
1610,2.725390755356574,74,higher
1611,2.6930283561235946,67,higher
1612,2.7370453964930594,72,higher
1613,2.7390065286177125,81,higher
1614,2.737866138438791,72,higher
1615,2.736838775683169,68,higher
1616,2.7272284924070633,88,higher
1617,2.7111817374771814,76,higher
1618,2.7438379232336514,68,higher
1619,2.7305372381737074,74,higher
1620,2.718878978689024,70,higher
1621,2.750413358311151,75,higher
1622,2.7124574230683054,386,higher
1623,2.736602105909573,71,higher
1624,2.718788318580776,66,higher
1625,2.692826954724111,80,higher
1626,2.7120580618420043,74,higher
1627,2.7061394926927655,72,higher
1628,2.711268415379604,83,higher
1629,2.7249258062400834,82,higher
1630,2.73598977602737,69,higher
1631,2.7001174970909085,74,higher
1632,2.74288143198129,70,higher
1633,2.7264225980618253,87,higher
1634,2.6967386873777848,83,higher
1635,2.780587388135041,77,higher
1636,2.7309057303202144,73,higher
1637,2.7035503540147494,71,higher
1638,2.7391853914645274,76,higher
1639,2.720373529014082,65,higher
1640,2.708253208017255,75,higher
1641,2.7090468120617017,70,higher
1642,2.7664248242494707,68,higher
1643,2.7378045796852986,87,higher
1644,2.747734077028001,77,higher
1645,2.7005465058472575,73,higher
1646,2.7300152258716484,85,higher
1647,2.711413637879615,77,higher
1648,2.7454604918890637,109,higher
1649,2.728864337920947,71,higher
1650,2.718316227784752,390,higher
1651,2.739323175295266,116,higher
1652,2.728837529689589,71,higher
1653,2.7232625650017694,70,higher
1654,2.7508027782904887,76,higher
1655,2.717692603925824,71,higher
1656,2.7221905783185236,70,higher
1657,2.7342303917614474,80,higher
1658,2.738022959259313,68,higher
1659,2.758564631374685,77,higher
1660,2.7218998451491445,68,higher
1661,2.7400599595172457,71,higher
1662,2.7033409089135922,65,higher
1663,2.707268802420381,80,higher
1664,2.7164043425395965,74,higher
1665,2.722396966828,71,higher
1666,2.6833171055037957,72,higher
1667,2.7502157466619748,69,higher
1668,2.725664552739593,75,higher
1669,2.7317351957947347,76,higher
1670,2.7730376541697304,121,higher
1671,2.6960144310464327,82,higher
1672,2.7365984330612614,76,higher
1673,2.735787295424992,76,higher
1674,2.7102653217941435,65,higher
1675,2.7314692578147293,76,higher
1676,2.7279945416598137,78,higher
1677,2.729815207149307,79,higher
1678,2.7052614614071215,80,higher
1679,2.7130266416330833,71,higher
1680,2.7113099305131803,77,higher
1681,2.7264246013972504,82,higher
1682,2.6796007666445956,76,higher
1683,2.7129988454340648,77,higher
1684,2.7394144643502103,69,higher
1685,2.725334356554298,73,higher
1686,2.7124605639357187,72,higher
1687,2.727131405328607,84,higher
1688,2.694025064829794,72,higher
1689,2.7053037808581086,83,higher
1690,2.743439251842677,73,higher
1691,2.7334182306154284,73,higher
1692,2.7280126531327005,68,higher
1693,2.717697819587886,77,higher
1694,2.748977245492925,76,higher
1695,2.7400514498728783,77,higher
1696,2.7267489406997756,78,higher
1697,2.709999980794447,110,higher
1698,2.713838664120619,73,higher
1699,2.7271541402103465,80,higher
1700,2.716316769204203,74,higher
1701,2.7051711413385533,84,higher
1702,2.743531965045798,402,higher
1703,2.7245505210701175,394,higher
1704,2.7046891029033886,88,higher
1705,2.686095219630277,82,higher
1706,2.709650170063444,74,higher
1707,2.6993463283897943,74,higher
1708,2.7317085164112003,71,higher
1709,2.7151300046907965,71,higher
1710,2.7687468866370715,81,higher
1711,2.7192802474696727,77,higher
1712,2.7550225483715955,79,higher
1713,2.733663355397131,74,higher
1714,2.7259883084287844,69,higher
1715,2.736157866386455,72,higher
1716,2.7225308000373496,74,higher
1717,2.7334362013376157,72,higher
1718,2.7294365676691434,73,higher
1719,2.7326849633240604,72,higher
1720,2.726827696887022,77,higher
1721,2.7067410330272077,72,higher
1722,2.7119148380560114,70,higher
1723,2.7238358790305512,72,higher
1724,2.7609969450069562,69,higher
