,stype,scope_size,expanded
2486,simple,392,False
2487,simple,62,False
2488,simple,394,False
2489,simple,379,False
2490,simple,57,False
2491,simple,61,False
2492,simple,378,False
2493,simple,384,False
2494,simple,65,False
2495,simple,64,False
2496,simple,379,False
2497,simple,386,False
2498,simple,72,False
2499,simple,65,False
2500,simple,380,False
2501,simple,380,False
2502,simple,60,False
2503,simple,4112,True
2504,simple,69,False
2505,simple,64,False
2506,simple,71,False
2507,simple,379,False
2508,simple,409,False
2509,simple,384,False
2510,simple,4094,True
2511,simple,384,False
2512,simple,378,False
2513,simple,61,False
2514,simple,383,False
2515,simple,70,False
2516,simple,69,False
2517,simple,377,False
2518,simple,391,False
2519,simple,4101,True
2520,simple,385,False
2521,simple,64,False
2522,simple,62,False
2523,simple,64,False
2524,simple,73,False
2525,simple,378,False
2526,simple,65,False
2527,simple,386,False
2528,simple,4097,True
2529,simple,379,False
2530,simple,64,False
2531,simple,56,False
2532,simple,388,False
2533,simple,68,False
2534,simple,73,False
2535,simple,65,False
2536,simple,66,False
2537,simple,4094,True
2538,simple,385,False
2539,simple,71,False
2540,simple,69,False
2541,simple,60,False
2542,simple,382,False
2543,simple,66,False
2544,simple,68,False
2545,simple,382,False
2546,simple,65,False
2547,simple,90,False
2548,simple,391,False
2549,simple,380,False
2550,simple,396,False
2551,simple,382,False
2552,simple,72,False
2553,simple,383,False
2554,simple,62,False
2555,simple,64,False
2556,simple,67,False
2557,simple,69,False
2558,simple,63,False
2559,simple,4098,True
2560,simple,394,False
2561,simple,67,False
2562,simple,381,False
2563,simple,390,False
2564,simple,384,False
2565,simple,382,False
2566,simple,62,False
2567,simple,65,False
2568,simple,84,False
2569,simple,65,False
2570,simple,62,False
2571,simple,63,False
2572,simple,394,False
2573,simple,65,False
2574,simple,375,False
2575,simple,68,False
2576,simple,69,False
2577,simple,63,False
2578,simple,63,False
2579,simple,64,False
2580,simple,4094,True
2581,simple,381,False
2582,simple,64,False
2583,simple,392,False
2584,simple,378,False
2585,simple,380,False
2586,simple,65,False
2587,simple,378,False
2588,simple,390,False
2589,simple,63,False
2590,simple,387,False
2591,simple,65,False
2592,simple,64,False
2593,simple,74,False
2594,simple,69,False
2595,simple,71,False
2596,simple,389,False
2597,simple,65,False
2598,simple,69,False
2599,simple,386,False
2600,simple,72,False
2601,simple,62,False
2602,simple,89,False
2603,simple,390,False
2604,simple,383,False
2605,simple,55,False
2606,simple,62,False
2607,simple,387,False
2608,simple,62,False
2609,simple,4096,True
2610,simple,66,False
2611,simple,384,False
2612,simple,381,False
2613,simple,62,False
2614,simple,64,False
2615,simple,67,False
2616,simple,384,False
2617,simple,381,False
2618,simple,66,False
2619,simple,4098,True
2620,simple,71,False
2621,simple,397,False
2622,simple,382,False
2623,simple,64,False
2624,simple,396,False
2625,simple,381,False
2626,simple,62,False
2627,simple,64,False
2628,simple,383,False
2629,simple,4097,True
2630,simple,58,False
2631,simple,79,False
2632,simple,383,False
2633,simple,380,False
2634,simple,385,False
2635,simple,73,False
2636,simple,381,False
2637,simple,4116,True
2638,simple,72,False
2639,simple,4107,True
2640,simple,65,False
2641,simple,61,False
2642,simple,65,False
2643,simple,382,False
2644,simple,63,False
2645,simple,387,False
2646,simple,4100,True
2647,simple,64,False
2648,simple,61,False
2649,simple,59,False
2650,simple,381,False
2651,simple,379,False
2652,simple,389,False
2653,simple,68,False
2654,simple,66,False
2655,simple,65,False
2656,simple,64,False
2657,simple,59,False
2658,simple,384,False
2659,simple,60,False
2660,simple,380,False
2661,simple,380,False
2662,simple,64,False
2663,simple,390,False
2664,simple,63,False
2665,simple,379,False
2666,simple,385,False
2667,simple,384,False
2668,simple,378,False
2669,simple,390,False
2670,simple,64,False
2671,simple,60,False
2672,simple,382,False
2673,simple,69,False
2674,simple,381,False
2675,simple,4093,True
2676,simple,399,False
2677,simple,388,False
2678,simple,387,False
2679,simple,388,False
2680,simple,381,False
2681,simple,388,False
2682,simple,382,False
2683,simple,378,False
2684,simple,387,False
2685,simple,68,False
2686,simple,62,False
2687,simple,392,False
2688,simple,63,False
2689,simple,380,False
2690,simple,82,False
2691,simple,84,False
2692,simple,384,False
2693,simple,380,False
2694,simple,72,False
2695,simple,90,False
2696,simple,389,False
2697,simple,388,False
2698,simple,380,False
2699,simple,392,False
2700,simple,64,False
2701,simple,64,False
2702,simple,383,False
2703,simple,391,False
2704,simple,388,False
2705,simple,73,False
2706,simple,62,False
2707,simple,81,False
2708,simple,62,False
2709,simple,69,False
2710,simple,382,False
2711,simple,387,False
2712,simple,69,False
2713,simple,70,False
2714,simple,377,False
2715,simple,4099,True
2716,simple,381,False
2717,simple,390,False
2718,simple,64,False
2719,simple,60,False
2720,simple,84,False
2721,simple,393,False
2722,simple,395,False
2723,simple,391,False
2724,simple,382,False
2725,simple,379,False
2726,simple,64,False
2727,simple,60,False
2728,simple,4099,True
2729,simple,69,False
2730,simple,382,False
2731,simple,400,False
2732,simple,63,False
2733,simple,70,False
2734,simple,86,False
2735,simple,79,False
2736,simple,382,False
2737,simple,69,False
2738,simple,380,False
2739,simple,58,False
2740,simple,385,False
2741,simple,4111,True
2742,simple,65,False
2743,simple,407,False
2744,simple,380,False
2745,simple,391,False
2746,simple,66,False
2747,simple,388,False
2748,simple,65,False
2749,simple,76,False
2750,simple,391,False
2751,simple,383,False
2752,simple,59,False
2753,simple,387,False
2754,simple,63,False
2755,simple,380,False
2756,simple,386,False
2757,simple,393,False
2758,simple,71,False
2759,simple,394,False
2760,simple,386,False
2761,simple,65,False
2762,simple,383,False
2763,simple,61,False
2764,simple,385,False
2765,simple,382,False
2766,simple,384,False
2767,simple,84,False
2768,simple,4106,True
2769,simple,4097,True
2770,simple,60,False
2771,simple,390,False
2772,simple,393,False
2773,simple,389,False
2774,simple,62,False
2775,simple,70,False
2776,simple,394,False
2777,simple,382,False
2778,simple,71,False
2779,simple,68,False
2780,simple,66,False
2781,simple,63,False
2782,simple,64,False
2783,simple,390,False
2784,simple,71,False
2785,simple,62,False
2786,simple,63,False
2787,simple,380,False
2788,simple,71,False
2789,simple,379,False
2790,simple,58,False
2791,simple,64,False
2792,simple,66,False
2793,simple,389,False
2794,simple,395,False
2795,simple,63,False
2796,simple,81,False
2797,simple,379,False
2798,simple,66,False
2799,simple,395,False
2800,simple,73,False
2801,simple,69,False
2802,simple,384,False
2803,simple,66,False
2804,simple,377,False
2805,simple,383,False
2806,simple,71,False
2807,simple,382,False
2808,simple,65,False
2809,simple,69,False
2810,simple,64,False
2811,simple,61,False
2812,simple,390,False
2813,simple,61,False
2814,simple,60,False
2815,simple,385,False
2816,simple,61,False
2817,simple,4110,True
2818,simple,85,False
2819,simple,69,False
2820,simple,68,False
2821,simple,396,False
2822,simple,382,False
2823,simple,56,False
2824,simple,60,False
2825,simple,69,False
2826,simple,381,False
2827,simple,61,False
2828,simple,58,False
2829,simple,63,False
2830,simple,67,False
2831,simple,61,False
2832,simple,63,False
2833,simple,377,False
2834,simple,387,False
2835,simple,67,False
2836,simple,4097,True
2837,simple,384,False
2838,simple,66,False
2839,simple,80,False
2840,simple,68,False
2841,simple,383,False
2842,simple,386,False
2843,simple,70,False
2844,simple,63,False
2845,simple,72,False
2846,simple,385,False
2847,simple,389,False
2848,simple,383,False
2849,simple,383,False
2850,simple,389,False
2851,simple,60,False
2852,simple,377,False
2853,simple,63,False
2854,simple,384,False
2855,simple,383,False
2856,simple,380,False
2857,simple,388,False
2858,simple,72,False
2859,simple,380,False
2860,simple,386,False
2861,simple,381,False
2862,simple,384,False
2863,simple,59,False
2864,simple,393,False
2865,simple,73,False
2866,simple,67,False
2867,simple,72,False
2868,simple,379,False
2869,simple,57,False
2870,simple,384,False
2871,simple,64,False
2872,simple,65,False
2873,simple,380,False
2874,simple,63,False
2875,simple,77,False
2876,simple,65,False
2877,simple,67,False
2878,simple,391,False
2879,simple,382,False
2880,simple,384,False
2881,simple,390,False
2882,simple,70,False
2883,simple,66,False
2884,simple,395,False
2885,simple,383,False
2886,simple,390,False
2887,simple,384,False
2888,simple,64,False
2889,simple,393,False
2890,simple,68,False
2891,simple,390,False
2892,simple,67,False
2893,simple,382,False
2894,simple,391,False
2895,simple,388,False
2896,simple,380,False
2897,simple,393,False
2898,simple,4105,True
2899,simple,378,False
2900,simple,392,False
2901,simple,4110,True
2902,simple,72,False
2903,simple,92,False
2904,simple,377,False
2905,simple,378,False
2906,simple,381,False
2907,simple,380,False
2908,simple,396,False
2909,simple,59,False
2910,simple,67,False
2911,simple,64,False
2912,simple,379,False
2913,simple,386,False
2914,simple,392,False
2915,simple,385,False
2916,simple,390,False
2917,simple,380,False
2918,simple,380,False
2919,simple,65,False
2920,simple,66,False
2921,simple,68,False
2922,simple,377,False
2923,simple,382,False
2924,simple,4097,True
2925,simple,68,False
2926,simple,72,False
2927,simple,61,False
2928,simple,383,False
2929,simple,384,False
2930,simple,386,False
2931,simple,68,False
2932,simple,77,False
2933,simple,81,False
2934,simple,64,False
2935,simple,64,False
2936,simple,408,False
2937,simple,384,False
2938,simple,381,False
2939,simple,390,False
2940,simple,384,False
2941,simple,382,False
2942,simple,64,False
2943,simple,60,False
2944,simple,383,False
2945,simple,384,False
2946,simple,67,False
2947,simple,83,False
2948,simple,382,False
2949,simple,383,False
2950,simple,61,False
2951,simple,4109,True
2952,simple,383,False
2953,simple,65,False
2954,simple,62,False
2955,simple,388,False
2956,simple,69,False
2957,simple,66,False
2958,simple,384,False
2959,simple,381,False
2960,simple,384,False
2961,simple,386,False
2962,simple,58,False
2963,simple,66,False
2964,simple,387,False
2965,simple,59,False
2966,simple,62,False
2967,simple,65,False
2968,simple,384,False
2969,simple,76,False
2970,simple,68,False
2971,simple,393,False
2972,simple,387,False
2973,simple,63,False
2974,simple,380,False
2975,simple,4097,True
2976,simple,386,False
2977,simple,383,False
2978,simple,72,False
2979,simple,102,False
2980,simple,63,False
2981,simple,61,False
2982,simple,70,False
2983,simple,66,False
2984,simple,78,False
2985,simple,385,False
2986,simple,56,False
2987,simple,381,False
2988,simple,396,False
2989,simple,64,False
2990,simple,70,False
2991,simple,70,False
2992,simple,59,False
2993,simple,381,False
2994,simple,70,False
2995,simple,58,False
2996,simple,389,False
2997,simple,380,False
2998,simple,66,False
2999,simple,383,False
3000,simple,386,False
3001,simple,379,False
3002,simple,397,False
3003,simple,60,False
3004,simple,393,False
3005,simple,65,False
3006,simple,70,False
3007,simple,378,False
3008,simple,389,False
3009,simple,386,False
3010,simple,84,False
3011,simple,384,False
3012,simple,4110,True
3013,simple,381,False
3014,simple,67,False
3015,simple,60,False
3016,simple,386,False
3017,simple,387,False
3018,simple,60,False
3019,simple,64,False
3020,simple,63,False
3021,simple,393,False
3022,simple,64,False
3023,simple,63,False
3024,simple,67,False
3025,simple,61,False
3026,simple,384,False
3027,simple,380,False
3028,simple,63,False
3029,simple,63,False
3030,simple,393,False
3031,simple,380,False
3032,simple,375,False
3033,simple,69,False
3034,simple,4097,True
3035,simple,75,False
3036,simple,382,False
3037,simple,381,False
3038,simple,76,False
3039,simple,383,False
3040,simple,68,False
3041,simple,381,False
3042,simple,64,False
3043,simple,62,False
3044,simple,64,False
3045,simple,69,False
3046,simple,375,False
3047,simple,59,False
3048,simple,82,False
3049,simple,61,False
3050,simple,71,False
3051,simple,67,False
3052,simple,59,False
3053,simple,61,False
3054,simple,61,False
3055,simple,83,False
3056,simple,392,False
3057,simple,384,False
3058,simple,63,False
3059,simple,391,False
3060,simple,78,False
3061,simple,394,False
3062,simple,379,False
3063,simple,380,False
3064,simple,385,False
3065,simple,386,False
3066,simple,378,False
3067,simple,385,False
3068,simple,61,False
3069,simple,382,False
3070,simple,63,False
3071,simple,387,False
3072,simple,390,False
3073,simple,388,False
3074,simple,388,False
3075,simple,60,False
3076,simple,387,False
3077,simple,70,False
3078,simple,62,False
3079,simple,64,False
3080,simple,82,False
3081,simple,390,False
3082,simple,386,False
3083,simple,66,False
3084,simple,73,False
3085,simple,60,False
3086,simple,63,False
3087,simple,60,False
3088,simple,385,False
3089,simple,391,False
3090,simple,61,False
3091,simple,66,False
3092,simple,73,False
3093,simple,378,False
3094,simple,384,False
3095,simple,384,False
3096,simple,380,False
3097,simple,62,False
3098,simple,380,False
3099,simple,67,False
3100,simple,81,False
3101,simple,62,False
3102,simple,63,False
3103,simple,395,False
3104,simple,65,False
3105,simple,392,False
3106,simple,63,False
3107,simple,61,False
3108,simple,382,False
3109,simple,394,False
3110,simple,61,False
3111,simple,391,False
3112,simple,401,False
3113,simple,70,False
3114,simple,60,False
3115,simple,62,False
3116,simple,61,False
3117,simple,87,False
3118,simple,398,False
3119,simple,385,False
3120,simple,66,False
3121,simple,79,False
3122,simple,387,False
3123,simple,69,False
3124,simple,4099,True
3125,simple,64,False
3126,simple,386,False
3127,simple,389,False
3128,simple,386,False
3129,simple,61,False
3130,simple,381,False
3131,simple,389,False
3132,simple,80,False
3133,simple,384,False
3134,simple,57,False
3135,simple,380,False
3136,simple,380,False
3137,simple,64,False
3138,simple,396,False
3139,simple,64,False
3140,simple,63,False
3141,simple,67,False
3142,simple,59,False
3143,simple,387,False
3144,simple,69,False
3145,simple,64,False
3146,simple,387,False
3147,simple,65,False
3148,simple,388,False
3149,simple,382,False
3150,simple,64,False
3151,simple,397,False
3152,simple,4101,True
3153,simple,382,False
3154,simple,63,False
3155,simple,402,False
3156,simple,391,False
3157,simple,393,False
3158,simple,64,False
3159,simple,382,False
3160,simple,58,False
3161,simple,389,False
3162,simple,381,False
3163,simple,386,False
3164,simple,65,False
3165,simple,381,False
3166,simple,383,False
3167,simple,70,False
3168,simple,69,False
3169,simple,61,False
3170,simple,69,False
3171,simple,395,False
3172,simple,385,False
3173,simple,64,False
3174,simple,391,False
3175,simple,59,False
3176,simple,69,False
3177,simple,65,False
3178,simple,385,False
3179,simple,60,False
3180,simple,385,False
3181,simple,72,False
3182,simple,385,False
3183,simple,61,False
3184,simple,382,False
3185,simple,392,False
3186,simple,390,False
3187,simple,381,False
3188,simple,383,False
3189,simple,67,False
3190,simple,68,False
3191,simple,388,False
3192,simple,60,False
3193,simple,380,False
3194,simple,390,False
3195,simple,388,False
3196,simple,67,False
3197,simple,61,False
3198,simple,89,False
3199,simple,381,False
3200,simple,75,False
3201,simple,381,False
3202,simple,386,False
3203,simple,391,False
3204,simple,383,False
3205,simple,410,False
3206,simple,387,False
3207,simple,60,False
3208,simple,387,False
3209,simple,57,False
3210,simple,66,False
3211,simple,382,False
3212,simple,378,False
3213,simple,376,False
3214,simple,389,False
3215,simple,379,False
3216,simple,65,False
3217,simple,387,False
3218,simple,388,False
3219,simple,85,False
3220,simple,58,False
3221,simple,64,False
3222,simple,62,False
3223,simple,384,False
3224,simple,59,False
3225,simple,68,False
3226,simple,388,False
3227,simple,378,False
3228,simple,383,False
3229,simple,65,False
3230,simple,61,False
3231,simple,66,False
3232,simple,60,False
3233,simple,71,False
3234,simple,390,False
3235,simple,59,False
3236,simple,67,False
3237,simple,66,False
3238,simple,62,False
3239,simple,382,False
3240,simple,64,False
3241,simple,62,False
3242,simple,64,False
3243,simple,385,False
3244,simple,387,False
3245,simple,379,False
3246,simple,67,False
3247,simple,384,False
3248,simple,386,False
3249,simple,76,False
3250,simple,62,False
3251,simple,61,False
3252,simple,384,False
3253,simple,72,False
3254,simple,65,False
3255,simple,68,False
3256,simple,385,False
3257,simple,62,False
3258,simple,387,False
3259,simple,382,False
3260,simple,382,False
3261,simple,383,False
3262,simple,392,False
3263,simple,382,False
3264,simple,382,False
3265,simple,393,False
3266,simple,388,False
3267,simple,66,False
3268,simple,384,False
3269,simple,383,False
3270,simple,67,False
3271,simple,383,False
3272,simple,384,False
3273,simple,381,False
3274,simple,386,False
3275,simple,91,False
3276,simple,68,False
3277,simple,64,False
3278,simple,64,False
3279,simple,83,False
3280,simple,4098,True
3281,simple,382,False
3282,simple,388,False
3283,simple,64,False
3284,simple,386,False
3285,simple,390,False
3286,simple,387,False
3287,simple,394,False
3288,simple,384,False
3289,simple,70,False
3290,simple,59,False
3291,simple,392,False
3292,simple,382,False
3293,simple,390,False
3294,simple,69,False
3295,simple,391,False
3296,simple,64,False
3297,simple,66,False
3298,simple,382,False
3299,simple,65,False
3300,simple,4094,True
3301,simple,379,False
3302,simple,4105,True
3303,simple,81,False
3304,simple,390,False
3305,simple,62,False
3306,simple,385,False
3307,simple,65,False
3308,simple,62,False
3309,simple,394,False
3310,simple,4098,True
3311,simple,60,False
3312,simple,64,False
3313,simple,63,False
3314,simple,73,False
3315,simple,4097,True
3316,simple,381,False
3317,simple,389,False
3318,simple,380,False
3319,simple,70,False
3320,simple,69,False
3321,simple,67,False
3322,simple,386,False
3323,simple,67,False
3324,simple,386,False
3325,simple,379,False
3326,simple,65,False
3327,simple,384,False
3328,simple,384,False
3329,simple,69,False
3330,simple,380,False
3331,simple,66,False
3332,simple,63,False
3333,simple,63,False
3334,simple,70,False
3335,simple,66,False
3336,simple,390,False
3337,simple,67,False
3338,simple,63,False
3339,simple,69,False
3340,simple,384,False
3341,simple,385,False
3342,simple,385,False
3343,simple,63,False
3344,simple,62,False
3345,simple,84,False
3346,simple,379,False
3347,simple,64,False
3348,simple,63,False
3349,simple,382,False
3350,simple,67,False
3351,simple,388,False
3352,simple,65,False
3353,simple,64,False
3354,simple,382,False
3355,simple,58,False
3356,simple,380,False
3357,simple,378,False
3358,simple,395,False
3359,simple,389,False
3360,simple,68,False
3361,simple,381,False
3362,simple,86,False
3363,simple,62,False
3364,simple,384,False
3365,simple,61,False
3366,simple,71,False
3367,simple,61,False
3368,simple,62,False
3369,simple,407,False
3370,simple,384,False
3371,simple,68,False
3372,simple,68,False
3373,simple,74,False
3374,simple,63,False
3375,simple,388,False
3376,simple,61,False
3377,simple,386,False
3378,simple,62,False
3379,simple,403,False
3380,simple,389,False
3381,simple,4095,True
3382,simple,69,False
3383,simple,381,False
3384,simple,393,False
3385,simple,390,False
3386,simple,60,False
3387,simple,383,False
3388,simple,82,False
3389,simple,393,False
3390,simple,386,False
3391,simple,381,False
3392,simple,61,False
3393,simple,60,False
3394,simple,382,False
3395,simple,65,False
3396,simple,381,False
3397,simple,378,False
3398,simple,389,False
3399,simple,64,False
3400,simple,385,False
3401,simple,64,False
3402,simple,81,False
3403,simple,61,False
3404,simple,382,False
3405,simple,71,False
3406,simple,65,False
3407,simple,377,False
3408,simple,62,False
3409,simple,71,False
3410,simple,387,False
3411,simple,67,False
3412,simple,61,False
3413,simple,64,False
3414,simple,116,False
3415,simple,382,False
3416,simple,68,False
3417,simple,65,False
3418,simple,4097,True
3419,simple,59,False
3420,simple,62,False
3421,simple,4103,True
3422,simple,61,False
3423,simple,68,False
3424,simple,63,False
3425,simple,380,False
3426,simple,67,False
3427,simple,62,False
3428,simple,64,False
3429,simple,387,False
3430,simple,389,False
3431,simple,63,False
3432,simple,4100,True
3433,simple,393,False
3434,simple,65,False
3435,simple,68,False
3436,simple,71,False
3437,simple,69,False
3438,simple,394,False
3439,simple,68,False
3440,simple,64,False
3441,simple,381,False
3442,simple,392,False
3443,simple,4106,True
3444,simple,379,False
3445,simple,65,False
3446,simple,66,False
3447,simple,62,False
3448,simple,384,False
3449,simple,378,False
3450,simple,68,False
3451,simple,64,False
3452,simple,389,False
3453,simple,391,False
3454,simple,75,False
3455,simple,62,False
3456,simple,89,False
3457,simple,384,False
3458,simple,57,False
3459,simple,391,False
3460,simple,64,False
3461,simple,381,False
3462,simple,4114,True
3463,simple,390,False
3464,simple,386,False
3465,simple,61,False
3466,simple,64,False
3467,simple,382,False
3468,simple,380,False
3469,simple,60,False
3470,simple,393,False
3471,simple,382,False
3472,simple,59,False
3473,simple,85,False
3474,simple,60,False
3475,simple,385,False
3476,simple,382,False
3477,simple,72,False
3478,simple,385,False
3479,simple,78,False
3480,simple,70,False
3481,simple,68,False
3482,simple,385,False
3483,simple,59,False
3484,simple,386,False
3485,simple,382,False
3486,simple,386,False
3487,simple,65,False
3488,simple,4093,True
3489,simple,65,False
3490,simple,390,False
3491,simple,71,False
3492,simple,60,False
3493,simple,67,False
3494,simple,81,False
3495,simple,66,False
3496,simple,63,False
3497,simple,70,False
3498,simple,396,False
3499,simple,58,False
3500,simple,63,False
3501,simple,61,False
3502,simple,68,False
3503,simple,393,False
3504,simple,4096,True
3505,simple,70,False
3506,simple,67,False
3507,simple,67,False
3508,simple,59,False
3509,simple,388,False
3510,simple,61,False
3511,simple,386,False
3512,simple,385,False
3513,simple,391,False
3514,simple,382,False
3515,simple,382,False
3516,simple,65,False
3517,simple,68,False
3518,simple,60,False
3519,simple,66,False
3520,simple,376,False
3521,simple,4104,True
3522,simple,64,False
3523,simple,75,False
3524,simple,76,False
3525,simple,75,False
3526,simple,65,False
3527,simple,60,False
3528,simple,67,False
3529,simple,68,False
3530,simple,69,False
3531,simple,64,False
3532,simple,87,False
3533,simple,66,False
3534,simple,63,False
3535,simple,4093,True
3536,simple,63,False
3537,simple,376,False
3538,simple,60,False
3539,simple,377,False
3540,simple,4110,True
3541,simple,75,False
3542,simple,62,False
3543,simple,60,False
3544,simple,384,False
3545,simple,389,False
3546,simple,75,False
3547,simple,389,False
3548,simple,4112,True
3549,simple,64,False
3550,simple,391,False
3551,simple,63,False
3552,simple,60,False
3553,simple,67,False
3554,simple,4097,True
3555,simple,390,False
3556,simple,89,False
3557,simple,380,False
3558,simple,386,False
3559,simple,61,False
3560,simple,65,False
3561,simple,68,False
3562,simple,384,False
3563,simple,64,False
3564,simple,63,False
3565,simple,61,False
3566,simple,64,False
3567,simple,80,False
3568,simple,382,False
3569,simple,73,False
3570,simple,61,False
3571,simple,385,False
3572,simple,381,False
3573,simple,79,False
3574,simple,65,False
3575,simple,71,False
3576,simple,374,False
3577,simple,4099,True
3578,simple,383,False
3579,simple,65,False
3580,simple,67,False
3581,simple,63,False
3582,simple,60,False
3583,simple,80,False
3584,simple,390,False
3585,simple,383,False
3586,simple,64,False
3587,simple,66,False
3588,simple,379,False
3589,simple,385,False
3590,simple,384,False
3591,simple,379,False
3592,simple,67,False
3593,simple,4095,True
3594,simple,383,False
3595,simple,4102,True
3596,simple,60,False
3597,simple,377,False
3598,simple,384,False
3599,simple,60,False
3600,simple,390,False
3601,simple,378,False
3602,simple,376,False
3603,simple,385,False
3604,simple,61,False
3605,simple,69,False
3606,simple,60,False
3607,simple,71,False
3608,simple,62,False
3609,simple,67,False
3610,simple,4104,True
3611,simple,63,False
3612,simple,77,False
3613,simple,61,False
3614,simple,387,False
3615,simple,396,False
3616,simple,4096,True
3617,simple,62,False
3618,simple,387,False
3619,simple,63,False
3620,simple,79,False
3621,simple,388,False
3622,simple,62,False
3623,simple,67,False
3624,simple,390,False
3625,simple,81,False
3626,simple,65,False
3627,simple,80,False
3628,simple,61,False
3629,simple,67,False
3630,simple,72,False
3631,simple,67,False
3632,simple,382,False
3633,simple,64,False
3634,simple,392,False
3635,simple,391,False
3636,simple,59,False
3637,simple,72,False
3638,simple,73,False
3639,simple,59,False
3640,simple,4100,True
3641,simple,384,False
3642,simple,68,False
3643,simple,387,False
3644,simple,76,False
3645,simple,59,False
3646,simple,387,False
3647,simple,4093,True
3648,simple,70,False
3649,simple,61,False
3650,simple,388,False
3651,simple,4112,True
3652,simple,65,False
3653,simple,381,False
3654,simple,381,False
3655,simple,67,False
3656,simple,74,False
3657,simple,381,False
3658,simple,393,False
3659,simple,64,False
3660,simple,387,False
3661,simple,61,False
3662,simple,4095,True
3663,simple,64,False
3664,simple,61,False
3665,simple,380,False
3666,simple,63,False
3667,simple,382,False
3668,simple,385,False
3669,simple,389,False
3670,simple,69,False
3671,simple,67,False
3672,simple,74,False
3673,simple,390,False
3674,simple,70,False
3675,simple,392,False
3676,simple,380,False
3677,simple,64,False
3678,simple,394,False
3679,simple,66,False
3680,simple,400,False
3681,simple,87,False
3682,simple,386,False
3683,simple,383,False
3684,simple,66,False
3685,simple,4103,True
3686,simple,68,False
3687,simple,381,False
3688,simple,66,False
3689,simple,58,False
3690,simple,60,False
3691,simple,4109,True
3692,simple,387,False
3693,simple,61,False
3694,simple,379,False
3695,simple,385,False
3696,simple,67,False
3697,simple,61,False
3698,simple,84,False
3699,simple,388,False
3700,simple,386,False
3701,simple,72,False
3702,simple,64,False
3703,simple,385,False
3704,simple,71,False
3705,simple,381,False
3706,simple,68,False
3707,simple,387,False
3708,simple,85,False
3709,simple,385,False
3710,simple,391,False
3711,simple,62,False
3712,simple,384,False
3713,simple,382,False
3714,simple,63,False
3715,simple,4094,True
3716,simple,63,False
3717,simple,64,False
3718,simple,389,False
3719,simple,389,False
3720,simple,59,False
3721,simple,75,False
3722,simple,65,False
3723,simple,384,False
3724,simple,398,False
3725,simple,60,False
3726,simple,89,False
3727,simple,384,False
3728,simple,60,False
3729,simple,60,False
3730,simple,386,False
3731,simple,66,False
3732,simple,378,False
3733,simple,386,False
3734,simple,66,False
3735,simple,71,False
3736,simple,59,False
3737,simple,381,False
3738,simple,62,False
3739,simple,387,False
3740,simple,63,False
3741,simple,384,False
3742,simple,387,False
3743,simple,64,False
3744,simple,60,False
3745,simple,64,False
3746,simple,58,False
3747,simple,66,False
3748,simple,63,False
3749,simple,71,False
3750,simple,382,False
3751,simple,395,False
3752,simple,64,False
3753,simple,385,False
3754,simple,65,False
3755,simple,386,False
3756,simple,65,False
3757,simple,69,False
3758,simple,389,False
3759,simple,386,False
3760,simple,73,False
3761,simple,4110,True
3762,simple,57,False
3763,simple,64,False
3764,simple,69,False
3765,simple,69,False
3766,simple,389,False
3767,simple,59,False
3768,simple,82,False
3769,simple,395,False
3770,simple,64,False
3771,simple,80,False
3772,simple,378,False
3773,simple,384,False
3774,simple,63,False
3775,simple,382,False
3776,simple,395,False
3777,simple,382,False
3778,simple,63,False
3779,simple,67,False
3780,simple,382,False
3781,simple,60,False
3782,simple,382,False
3783,simple,389,False
3784,simple,4109,True
3785,simple,59,False
3786,simple,391,False
3787,simple,386,False
3788,simple,393,False
3789,simple,387,False
3790,simple,90,False
3791,simple,68,False
3792,simple,83,False
3793,simple,66,False
3794,simple,383,False
3795,simple,77,False
3796,simple,4096,True
3797,simple,390,False
3798,simple,392,False
3799,simple,65,False
3800,simple,392,False
3801,simple,63,False
3802,simple,391,False
3803,simple,388,False
3804,simple,378,False
3805,simple,71,False
3806,simple,381,False
3807,simple,63,False
3808,simple,385,False
3809,simple,62,False
3810,simple,4099,True
3811,simple,67,False
3812,simple,383,False
3813,simple,71,False
3814,simple,4101,True
3815,simple,61,False
3816,simple,61,False
3817,simple,391,False
3818,simple,378,False
3819,simple,386,False
3820,simple,384,False
3821,simple,90,False
3822,simple,383,False
3823,simple,69,False
3824,simple,70,False
3825,simple,75,False
3826,simple,71,False
3827,simple,67,False
3828,simple,59,False
3829,simple,68,False
3830,simple,394,False
3831,simple,59,False
3832,simple,402,False
3833,simple,62,False
3834,simple,383,False
3835,simple,396,False
3836,simple,63,False
3837,simple,64,False
3838,simple,57,False
3839,simple,65,False
3840,simple,384,False
3841,simple,63,False
3842,simple,63,False
3843,simple,69,False
3844,simple,383,False
3845,simple,4096,True
3846,simple,78,False
3847,simple,392,False
3848,simple,384,False
3849,simple,61,False
3850,simple,386,False
3851,simple,381,False
3852,simple,4096,True
3853,simple,380,False
3854,simple,71,False
3855,simple,386,False
3856,simple,61,False
3857,simple,69,False
3858,simple,66,False
3859,simple,4096,True
3860,simple,383,False
3861,simple,392,False
3862,simple,68,False
3863,simple,60,False
3864,simple,64,False
3865,simple,65,False
3866,simple,60,False
3867,simple,382,False
3868,simple,391,False
3869,simple,382,False
3870,simple,61,False
3871,simple,64,False
3872,simple,380,False
3873,simple,67,False
3874,simple,64,False
3875,simple,65,False
3876,simple,379,False
