,rn,Fold
4835,R04286,230
4836,R03601,2003
4837,R04859,2003
4838,R07274,2003
4839,R00897,2003
4840,R00999,3016
4841,R00999,7577
4842,R01288,3016
4843,R01288,7577
4844,R02508,3016
4845,R02508,7577
4846,R03217,3016
4847,R03217,7577
4848,R04944,3016
4849,R04944,7577
4850,R04945,3016
4851,R04945,7577
4852,R04946,3016
4853,R04946,7577
4854,R03260,3016
4855,R03260,7577
4856,R01287,3016
4857,R01287,7577
4858,R04859,3016
4859,R04859,7577
4860,R00651,3016
4861,R00651,7577
4862,R00132,208
4863,R10092,208
4864,R00490,4952
4865,R00490,4953
4866,R00490,602
4867,R06132,4952
4868,R06132,602
4869,R01168,4952
4870,R01168,602
4871,R02302,133
4872,R00084,330
4873,R00084,7523
4874,R00671,2003
4875,R00671,3692
4876,R00223,2003
4877,R00195,2003
4878,R06131,298
4879,R06131,4021
4880,R00220,298
4881,R00220,4021
4882,R00590,298
4883,R00590,4021
4884,R11100,298
4885,R11100,4021
4886,R11099,298
4887,R11099,4021
4888,R06131,1
4889,R06131,2002
4890,R06131,2003
4891,R00221,1
4892,R00221,2002
4893,R00221,2003
4894,R00220,2003
4895,R00996,2003
4896,R11101,2003
4897,R11098,2003
4898,R01086,4953
4899,R01086,602
4900,R12851,4952
4901,R12851,4953
4902,R12851,602
4903,R01083,4952
4904,R01083,4953
4905,R01083,602
4906,R04559,4952
4907,R04559,4953
4908,R04559,602
4909,R03738,5
4910,R04770,3016
4911,R04770,7577
4912,R04930,3016
4913,R04930,7577
4914,R01001,3016
4915,R01001,7577
4916,R08632,3016
4917,R08632,7577
4918,R02530,211
4919,R00654,3016
4920,R00654,7577
4921,R08635,3016
4922,R08635,7577
4923,R00179,3016
4924,R00179,7577
4925,R03599,3016
4926,R03599,7577
4927,R00434,304
4928,R00089,304
4929,R00434,2007
4930,R00434,206
4931,R00434,223
4932,R00434,873
4933,R05637,301
4934,R03332,2002
4935,R03364,2002
4936,R00310,2007
4937,R11329,2007
4938,R01082,3931
4939,R00401,1
4940,R00401,2002
4941,R00260,2007
4942,R01255,286
4943,R02735,286
4944,R00491,2007
4945,R04161,2002
4946,R04161,218
4947,R03791,2002
4948,R03791,218
4949,R05066,2486
4950,R05305,2486
4951,R08094,2486
4952,R01778,2486
4953,R01975,2486
4954,R04203,2486
4955,R04737,2486
4956,R04739,2486
4957,R04741,2486
4958,R04743,2486
4959,R04745,2486
4960,R04748,2486
4961,R06941,2486
4962,R07890,2486
4963,R07894,2486
4964,R07898,2486
4965,R03224,129
4966,R03224,2003
4967,R04137,129
4968,R04137,2003
4969,R05595,129
4970,R05595,2003
4971,R06411,129
4972,R06411,2003
4973,R06412,129
4974,R06412,2003
4975,R06942,129
4976,R06942,2003
4977,R08093,129
4978,R08093,2003
4979,R02685,129
4980,R02685,2003
4981,R03026,129
4982,R03026,2003
4983,R03045,129
4984,R03045,2003
4985,R04170,129
4986,R04170,2003
4987,R04204,129
4988,R04204,2003
4989,R04224,129
4990,R04224,2003
4991,R04738,129
4992,R04738,2003
4993,R04740,129
4994,R04740,2003
4995,R04744,129
4996,R04744,2003
4997,R04746,129
4998,R04746,2003
4999,R04749,129
5000,R04749,2003
5001,R07314,129
5002,R07314,2003
5003,R07889,129
5004,R07889,2003
5005,R07893,129
5006,R07893,2003
5007,R07897,129
5008,R07897,2003
5009,R03276,129
5010,R03276,2003
5011,R03276,2486
5012,R01529,2002
5013,R00418,2003
5014,R02984,2003
5015,R00291,2003
5016,R10619,12
5017,R01602,12
5018,R01207,109
5019,R02652,109
5020,R02087,2002
5021,R02770,2002
5022,R06514,10
5023,R00414,7512
5024,R02707,7512
5025,R00420,7512
5026,R02739,12
5027,R04389,10
5028,R04389,109
5029,R04104,12
5030,R08693,207
5031,R04729,7527
5032,R08734,7527
5033,R08739,7527
5034,R00401,2004
5035,R00401,2493
5036,R04617,1
5037,R04617,2002
5038,R04617,2004
5039,R04617,2493
5040,R04573,1
5041,R04573,2002
5042,R04573,2004
5043,R04573,2493
5044,R01087,2007
5045,R03868,109
5046,R03868,2485
5047,R03181,109
5048,R03181,2485
5049,R04273,284
5050,R04273,75
5051,R01015,2002
5052,R01761,1
5053,R01761,2007
5054,R12991,1
5055,R12991,2007
5056,R00307,2002
5057,R00878,2002
5058,R01432,2002
5059,R12986,2002
5060,R09030,2003
5061,R09030,304
5062,R01056,2003
5063,R01056,304
5064,R09030,7560
5065,R01056,7560
5066,R00772,10
5067,R00772,3691
5068,R01819,10
5069,R01819,3691
5070,R00771,2007
5071,R02739,2007
5072,R03321,2007
5073,R02740,2007
5074,R01983,2002
5075,R01482,2002
5076,R02437,2002
5077,R04640,2002
5078,R04383,10
5079,R01394,2002
5080,R03509,2002
5081,R03163,1
5082,R03163,2007
5083,R01577,1
5084,R01577,2007
5085,R03240,7560
5086,R03966,315
5087,R05389,315
5088,R01837,243
5089,R02216,243
5090,R02499,243
5091,R02840,243
5092,R03327,243
5093,R04163,243
5094,R04678,243
5095,R04849,243
5096,R09920,243
5097,R02644,243
5098,R09955,243
5099,R01123,221
5100,R04100,129
5101,R04100,2003
5102,R04100,2486
5103,R04756,129
5104,R04756,2003
5105,R04756,2486
5106,R04482,315
5107,R04379,315
5108,R03673,146
5109,R02266,9
5110,R02267,149
5111,R02268,149
5112,R08352,2003
5113,R08352,219
5114,R08353,2003
5115,R08353,219
5116,R08354,2003
5117,R08354,219
5118,R08355,2003
5119,R08355,219
5120,R03822,2003
5121,R03822,219
5122,R01518,7525
5123,R01516,7525
5124,R01057,331
5125,R01057,7528
5126,R03319,331
5127,R03319,7528
5128,R00959,331
5129,R00959,7528
5130,R08639,331
5131,R08639,7528
5132,R08193,331
5133,R08193,7528
5134,R01662,7525
5135,R11310,2006
5136,R02728,2006
5137,R02749,7515
5138,R01057,7515
5139,R01818,331
5140,R01818,7528
5141,R00661,2002
5142,R00661,7516
5143,R00461,2002
5144,R03275,2002
5145,R03275,3269
5146,R02852,2002
5147,R02852,3269
5148,R02272,3016
5149,R02272,7577
5150,R00262,2007
5151,R00833,2002
5152,R00833,2007
5153,R01715,164
5154,R01717,880
5155,R03199,109
5156,R03200,109
5157,R09009,244
5158,R00505,244
5159,R05300,2002
5160,R05300,218
5161,R05390,2002
5162,R05390,218
5163,R08116,2002
5164,R08116,218
5165,R09229,2002
5166,R09229,218
5167,R03959,2002
5168,R03959,218
5169,R06989,2002
5170,R06989,218
5171,R03307,4952
5172,R03307,602
5173,R07324,2003
5174,R07324,298
5175,R02446,813
5176,R02898,813
5177,R06556,813
5178,R07344,813
5179,R07990,813
5180,R07995,813
5181,R05391,2002
5182,R05391,218
5183,R05392,2002
5184,R05392,218
5185,R06834,2002
5186,R06834,218
5187,R06840,2002
5188,R06840,218
5189,R08119,2002
5190,R08119,218
5191,R09135,2002
5192,R09135,218
5193,R09215,2002
5194,R09215,218
5195,R09217,2002
5196,R09217,218
5197,R09221,2002
5198,R09221,218
5199,R04259,2002
5200,R04259,218
5201,R12521,2003
5202,R02918,2005
5203,R02918,221
5204,R03664,2005
5205,R03663,221
5206,R03663,309
5207,R03663,314
5208,R03663,7502
5209,R03657,1
5210,R03657,140
5211,R03657,2005
5212,R03657,221
5213,R03657,375
5214,R03656,140
5215,R03656,3008
5216,R03038,1
5217,R03038,309
5218,R03038,314
5219,R03038,613
5220,R03665,140
5221,R03665,3008
5222,R04773,2
5223,R03659,2
5224,R08218,192
5225,R08218,314
5226,R03662,192
5227,R03662,314
5228,R05577,2
5229,R05577,314
5230,R03654,314
5231,R03654,7502
5232,R03661,314
5233,R03661,328
5234,R03661,7502
5235,R03650,140
5236,R03650,2002
5237,R05578,101
5238,R03652,239
5239,R03652,610
5240,R03646,2005
5241,R03646,310
5242,R03660,192
5243,R03660,314
5244,R03660,101
5245,R03660,2
5246,R03660,304
5247,R03660,865
5248,R03655,314
5249,R03655,7502
5250,R03648,2
5251,R03648,314
5252,R00236,327
5253,R00236,4011
5254,R00236,7584
5255,R00316,327
5256,R00316,4011
5257,R00316,7584
5258,R00925,327
5259,R00925,4011
5260,R00925,7584
5261,R00926,327
5262,R00926,4011
5263,R00926,7584
5264,R01354,327
5265,R01354,4011
5266,R01354,7584
5267,R00235,327
5268,R00235,4011
5269,R00235,7584
5270,R00389,327
5271,R00389,4011
5272,R00389,7584
5273,R01176,327
5274,R01176,4011
5275,R01176,7584
5276,R00390,327
5277,R00390,4011
5278,R00390,7584
5279,R01280,327
5280,R01280,4011
5281,R01280,7584
5282,R00727,2003
5283,R00727,2007
5284,R02405,2003
5285,R02405,2007
5286,R02406,2003
5287,R02406,2007
5288,R00432,2003
5289,R00432,2007
5290,R02404,2003
5291,R02404,2007
5292,R00405,2003
5293,R00405,2007
5294,R00727,206
5295,R02405,206
5296,R02406,206
5297,R00432,206
5298,R02404,206
5299,R00405,206
5300,R01943,327
5301,R01943,4011
5302,R01943,7584
5303,R02194,327
5304,R02194,4011
5305,R02194,7584
5306,R02221,327
5307,R02221,4011
5308,R02221,7584
5309,R02255,327
5310,R02255,4011
5311,R02255,7584
5312,R06583,327
5313,R06583,4011
5314,R06583,7584
5315,R01616,327
5316,R01616,4011
5317,R01616,7584
5318,R00920,2003
5319,R00920,2007
5320,R00229,2003
5321,R00229,2007
5322,R03209,1119
5323,R01357,327
5324,R01357,4011
5325,R01357,7584
5326,R01406,327
5327,R01406,4011
5328,R01406,7584
5329,R04449,2005
5330,R04030,327
5331,R04030,4011
5332,R04030,7584
5333,R02539,327
5334,R02539,4011
5335,R02539,7584
5336,R00483,314
5337,R00253,239
5338,R00253,321
5339,R00189,2005
5340,R02473,2005
5341,R02473,283
5342,R10993,2003
5343,R10993,321
5344,R00894,2003
5345,R00894,321
5346,R10994,2003
5347,R10994,206
5348,R00497,2003
5349,R00497,206
5350,R01150,2003
5351,R01150,206
5352,R04230,2003
5353,R03193,2003
5354,R03193,2004
5355,R02783,2003
5356,R02783,2004
5357,R02788,2004
5358,R02788,2493
5359,R01654,2004
5360,R02237,2004
5361,R05197,2004
5362,R00942,2004
5363,R04241,2004
5364,R04208,301
5365,R04208,304
5366,R02301,2003
5367,R12933,2004
5368,R12934,2004
5369,R03182,2004
5370,R00573,2004
5371,R00573,2007
5372,R00256,2004
5373,R00571,2004
5374,R00571,2007
5375,R01135,2004
5376,R01954,2005
5377,R01954,253
5378,R00774,10
5379,R00774,2003
5380,R00774,206
5381,R00774,306
5382,R00774,325
5383,R00774,75
5384,R01074,314
5385,R05145,314
5386,R04582,314
5387,R04604,314
5388,R04562,314
5389,R04563,314
5390,R04144,2003
5391,R04144,206
5392,R04144,325
5393,R04386,109
5394,R04386,2003
5395,R04386,2008
5396,R04386,206
5397,R04386,2486
5398,R04386,325
5399,R04386,3794
5400,R04385,109
5401,R04385,2003
5402,R04385,2008
5403,R04385,206
5404,R04385,2486
5405,R04385,325
5406,R04385,3794
5407,R00742,109
5408,R00742,2003
5409,R00742,2008
5410,R00742,206
5411,R00742,2486
5412,R00742,325
5413,R00742,3794
5414,R02971,2484
5415,R02971,314
5416,R04391,2484
5417,R04391,314
5418,R03018,2484
5419,R03018,314
5420,R01074,2484
5421,R05145,2484
5422,R04562,2484
5423,R00149,101
5424,R00149,2003
5425,R00149,2007
5426,R00149,206
5427,R00149,2487
5428,R00149,7543
5429,R01585,321
5430,R00189,246
5431,R00257,2005
5432,R00257,246
5433,R08244,2005
5434,R08244,2007
5435,R08244,327
5436,R01231,2005
5437,R01231,2007
5438,R01231,327
5439,R00256,2005
5440,R00256,327
5441,R01230,2005
5442,R01230,2007
5443,R01230,327
5444,R04463,103
5445,R04463,2007
5446,R04463,301
5447,R04463,304
5448,R00578,2005
5449,R00483,2005
5450,R07641,101
5451,R07641,2003
5452,R07641,2007
5453,R07641,206
5454,R07641,2487
5455,R07641,7543
5456,R00575,101
5457,R00575,2003
5458,R00575,2007
5459,R00575,206
5460,R00575,2487
5461,R00575,7543
5462,R00256,101
5463,R00256,206
5464,R00256,2487
5465,R00256,7543
5466,R10948,101
5467,R10948,2003
5468,R10948,2007
5469,R10948,206
5470,R10948,2487
5471,R10948,7543
5472,R10949,101
5473,R10949,2003
5474,R10949,2007
5475,R10949,206
5476,R10949,2487
5477,R10949,7543
5478,R01395,101
5479,R01395,2003
5480,R01395,2007
5481,R01395,206
5482,R01395,2487
5483,R01395,7543
5484,R00344,103
5485,R00344,2002
5486,R00344,2003
5487,R00344,206
5488,R00344,325
5489,R00344,3794
5490,R08924,2003
5491,R08924,206
5492,R08924,325
5493,R01859,2003
5494,R01859,206
5495,R01859,325
5496,R08924,3794
5497,R01859,3794
5498,R08924,2486
5499,R01859,2486
5500,R04138,2003
5501,R04138,206
5502,R04138,325
5503,R04138,2486
5504,R00381,2
5505,R00381,206
5506,R00381,58
5507,R00381,862
5508,R00382,102
5509,R00382,2
5510,R00382,206
5511,R00436,206
5512,R07640,206
5513,R04274,2485
5514,R04274,328
5515,R11786,264
5516,R05960,221
5517,R05960,328
5518,R11375,221
5519,R11375,328
5520,R11376,221
5521,R11376,328
5522,R11377,221
5523,R11377,328
5524,R03486,221
5525,R03486,328
5526,R06138,304
5527,R02423,304
5528,R09543,2003
5529,R09725,7579
5530,R03632,109
5531,R03632,206
5532,R00162,109
5533,R11632,327
5534,R11632,4011
5535,R11632,7584
5536,R07773,212
5537,R07772,2007
5538,R07772,4262
5539,R05807,2007
5540,R01771,2006
5541,R01771,206
5542,R03552,105
5543,R03552,223
5544,R05815,3016
5545,R05815,7577
5546,R09598,3016
5547,R09598,7577
5548,R09599,3016
5549,R09599,7577
5550,R05224,3016
5551,R05224,7577
5552,R11173,7525
5553,R04594,7525
5554,R06529,327
5555,R07302,327
5556,R05219,1137
5557,R05219,7550
5558,R05217,296
5559,R05217,304
5560,R05227,109
5561,R05227,2007
5562,R05221,2004
5563,R06558,2004
5564,R05222,2004
5565,R05225,2004
5566,R05223,2004
5567,R11174,2004
5568,R07411,141
5569,R07412,101
5570,R07412,3493
5571,R12682,101
5572,R12682,3493
5573,R12683,101
5574,R12683,3493
5575,R00082,107
5576,R00082,5040
5577,R00081,107
5578,R00081,5040
5579,R00082,5039
5580,R00081,5039
5581,R07270,141
5582,R07916,141
5583,R10177,141
5584,R02065,141
5585,R04218,141
5586,R04786,2003
5587,R04787,2003
5588,R09652,2003
5589,R09653,2003
5590,R09654,2003
5591,R11335,3156
5592,R11335,5040
5593,R11335,5038
5594,R03947,1137
5595,R03947,2003
5596,R03947,4029
5597,R03947,7550
5598,R03950,4029
5599,R03194,4029
5600,R07237,4029
5601,R07238,4029
5602,R02864,1137
5603,R02864,2003
5604,R02864,4029
5605,R02864,7550
5606,R03035,2004
5607,R11029,2484
5608,R11029,304
5609,R11029,4969
5610,R00375,2484
5611,R00375,304
5612,R00375,4969
5613,R00376,2484
5614,R00376,304
5615,R00376,4969
5616,R00377,2484
5617,R00377,304
5618,R00377,4969
5619,R00378,2484
5620,R00378,304
5621,R00378,4969
5622,R00379,2484
5623,R00379,4969
5624,R11029,375
5625,R00375,375
5626,R00376,375
5627,R00377,375
5628,R00378,375
5629,R00379,375
5630,R11029,1
5631,R11029,3349
5632,R00375,1
5633,R00375,3349
5634,R00376,1
5635,R00376,3349
5636,R00377,1
5637,R00377,3349
5638,R00378,1
5639,R00378,3349
5640,R00379,1
5641,R00379,3349
5642,R11029,246
5643,R00375,246
5644,R00376,246
5645,R00377,246
5646,R00378,246
5647,R00379,246
5648,R11029,2
5649,R00375,2
5650,R00376,2
5651,R00377,2
5652,R00378,2
5653,R00379,2
5654,R11029,148
5655,R00375,148
5656,R00376,148
5657,R00377,148
5658,R00378,148
5659,R00379,148
5660,R11029,102
5661,R11029,316
5662,R00375,102
5663,R00375,316
5664,R00376,102
5665,R00376,316
5666,R00377,102
5667,R00377,316
5668,R00378,102
5669,R00378,316
5670,R11029,580
5671,R11029,7510
5672,R00375,580
5673,R00375,7510
5674,R00376,580
5675,R00376,7510
5676,R00377,580
5677,R00377,7510
5678,R00378,580
5679,R00378,7510
5680,R00379,580
5681,R00379,7510
5682,R11029,4964
5683,R11029,4970
5684,R00375,4964
5685,R00375,4970
5686,R00376,4964
5687,R00376,4970
5688,R00377,4964
5689,R00377,4970
5690,R00378,4964
5691,R00378,4970
5692,R00379,4964
5693,R00379,4970
5694,R11029,2006
5695,R00375,2006
5696,R00376,2006
5697,R00377,2006
5698,R00378,2006
5699,R00379,2006
5700,R11029,2002
5701,R11029,3584
5702,R00375,2002
5703,R00375,3584
5704,R00376,2002
5705,R00376,3584
5706,R00377,2002
5707,R00377,3584
5708,R00378,2002
5709,R00378,3584
5710,R00379,2002
5711,R00379,3584
5712,R11029,227
5713,R00375,227
5714,R00376,227
5715,R00377,227
5716,R00378,227
5717,R00379,227
5718,R11029,2004
5719,R00375,2004
5720,R00376,2004
5721,R00377,2004
5722,R00378,2004
5723,R00379,2004
5724,R11029,138
5725,R00375,138
5726,R00376,138
5727,R00377,138
5728,R00378,138
5729,R00379,138
5730,R11029,7557
5731,R00375,7557
5732,R00376,7557
5733,R00377,7557
5734,R00378,7557
5735,R00379,7557
5736,R11029,4239
5737,R00375,4239
5738,R00376,4239
5739,R00377,4239
5740,R00378,4239
5741,R00379,4239
5742,R11029,302
5743,R00375,302
5744,R00376,302
5745,R00377,302
5746,R00378,302
5747,R00379,302
5748,R11029,101
5749,R11029,4156
5750,R00375,101
5751,R00375,4156
5752,R00376,101
5753,R00376,4156
5754,R00377,101
5755,R00377,4156
5756,R00378,101
5757,R00378,4156
5758,R00379,101
5759,R00379,4156
5760,R07644,301
5761,R12777,327
5762,R12777,4011
5763,R12777,7584
5764,R01504,327
5765,R01504,4011
5766,R01504,7584
5767,R12776,327
5768,R12776,4011
5769,R12776,7584
5770,R07644,327
5771,R07644,4011
5772,R07644,7584
5773,R12780,323
5774,R12780,327
5775,R12780,4011
5776,R12780,7584
5777,R12781,323
5778,R12781,327
5779,R12781,4011
5780,R12781,7584
5781,R12779,323
5782,R12779,327
5783,R12779,4011
5784,R12779,7584
5785,R07644,323
5786,R05936,7516
5787,R07334,7516
5788,R10139,7516
5789,R05935,7516
5790,R07335,7516
5791,R10138,7516
5792,R05930,7516
5793,R07397,7516
5794,R01403,2002
5795,R04429,2002
5796,R04724,2002
5797,R04955,2002
5798,R04958,2002
5799,R04961,2002
5800,R04966,2002
5801,R04969,2002
5802,R07765,2002
5803,R07059,2003
5804,R07060,2003
5805,R05692,2003
5806,R10764,301
5807,R04212,7552
5808,R03905,7552
5809,R04212,321
5810,R04212,610
5811,R03905,321
5812,R03905,610
5813,R04212,4993
5814,R03905,4993
5815,R01530,2007
5816,R01530,282
5817,R03317,129
5818,R03317,2003
5819,R00421,129
5820,R00421,2003
5821,R08057,2007
5822,R04109,304
5823,R04109,547
5824,R10806,2003
5825,R10806,6056
5826,R06895,101
5827,R06895,2002
5828,R01647,2002
5829,R01645,2002
5830,R11220,2002
5831,R11220,2003
5832,R11220,3698
5833,R11216,2002
5834,R11216,2003
5835,R11216,3698
5836,R11218,2002
5837,R11218,2003
5838,R11218,3698
5839,R05146,7558
5840,R09248,141
5841,R04658,7512
5842,R05074,7512
5843,R06285,7512
5844,R09763,7512
5845,R09764,7512
5846,R09765,7512
5847,R09766,7512
5848,R10716,102
5849,R04587,212
5850,R12926,212
5851,R04550,208
5852,R04550,2493
5853,R12803,208
5854,R12803,2493
5855,R10757,141
5856,R04031,2002
5857,R04031,218
5858,R08165,7574
5859,R04781,11
5860,R05297,11
5861,R02601,11
5862,R10901,2003
5863,R10901,2004
5864,R05075,7558
5865,R12197,7558
5866,R05032,7512
5867,R06172,7512
5868,R06173,7512
5869,R06174,7512
5870,R05662,7512
5871,R00765,2003
5872,R00792,1
5873,R00792,1001
5874,R00792,2003
5875,R03071,1
5876,R03071,1001
5877,R03071,2003
5878,R00002,2007
5879,R00067,2007
5880,R00153,2007
5881,R02802,2007
5882,R04782,2007
5883,R05496,2007
5884,R05185,2007
5885,R09838,150
5886,R09839,7581
5887,R09820,222
5888,R09820,7524
5889,R09836,222
5890,R09836,7524
5891,R05553,4020
5892,R05553,4045
5893,R00566,303
5894,R08409,4294
5895,R03817,4294
5896,R00162,11
5897,R00162,376
5898,R09503,5037
5899,R06236,306
5900,R06236,3227
5901,R04111,306
5902,R04111,3227
5903,R11170,604
5904,R11172,604
5905,R11170,2007
5906,R11172,2007
5907,R03232,311
5908,R03232,2007
5909,R05570,311
5910,R05570,2007
5911,R02738,306
5912,R02738,3227
5913,R05820,1
5914,R04393,604
5915,R06237,604
5916,R04393,2007
5917,R04393,3227
5918,R06237,2007
5919,R06237,3227
5920,R02630,2010
5921,R02630,7537
5922,R02704,311
5923,R02704,2007
5924,R05199,306
5925,R05199,3227
5926,R04438,3016
5927,R04438,7577
5928,R00811,306
5929,R00811,325
5930,R04076,2010
5931,R04076,7537
5932,R02780,306
5933,R02780,325
5934,R06229,306
5935,R06229,325
5936,R07671,311
5937,R07671,2007
5938,R09492,3156
5939,R09492,5040
5940,R09492,5038
5941,R09492,5039
5942,R08856,3754
5943,R12859,3754
5944,R10137,3754
5945,R12075,3754
5946,R07281,297
5947,R10813,1
5948,R10813,4246
5949,R10813,4954
5950,R10813,4957
5951,R10813,4958
5952,R10813,4959
5953,R00435,1
5954,R00435,4246
5955,R00435,4954
5956,R00435,4957
5957,R00435,4958
5958,R00435,4959
5959,R00441,1
5960,R00441,4246
5961,R00441,4954
5962,R00441,4957
5963,R00441,4958
5964,R00441,4959
5965,R00442,1
5966,R00442,4246
5967,R00442,4954
5968,R00442,4957
5969,R00442,4958
5970,R00442,4959
5971,R00443,1
5972,R00443,4246
5973,R00443,4954
5974,R00443,4957
5975,R00443,4958
5976,R00443,4959
5977,R00444,1
5978,R00444,4246
5979,R00444,4954
5980,R00444,4957
5981,R00444,4958
5982,R00444,4959
5983,R10813,4041
5984,R10813,4043
5985,R10813,4961
5986,R00435,4041
5987,R00435,4043
5988,R00435,4961
5989,R00441,4041
5990,R00441,4043
5991,R00441,4961
5992,R00442,4041
5993,R00442,4043
5994,R00442,4961
5995,R00443,4041
5996,R00443,4043
5997,R00443,4961
5998,R00444,4041
5999,R00444,4043
6000,R00444,4961
6001,R10813,325
6002,R10813,4042
6003,R00435,325
6004,R00435,4042
6005,R00441,325
6006,R00441,4042
6007,R00442,325
6008,R00442,4042
6009,R00443,325
6010,R00443,4042
6011,R00444,325
6012,R00444,4042
6013,R10813,102
6014,R10813,240
6015,R00435,102
6016,R00435,240
6017,R00441,102
6018,R00441,240
6019,R00442,102
6020,R00442,240
6021,R00443,102
6022,R00443,240
6023,R00444,102
6024,R00444,240
6025,R10813,275
6026,R00435,275
6027,R00441,275
6028,R00442,275
6029,R00443,275
6030,R00444,275
6031,R10813,2
6032,R10813,872
6033,R00435,2
6034,R00435,872
6035,R00441,2
6036,R00441,872
6037,R00442,2
6038,R00442,872
6039,R00443,2
6040,R00443,872
6041,R00444,2
6042,R00444,872
6043,R10813,375
6044,R00435,375
6045,R00441,375
6046,R00442,375
6047,R00443,375
6048,R00444,375
6049,R10813,840
6050,R00435,840
6051,R00441,840
6052,R00442,840
6053,R00443,840
6054,R00444,840
6055,R10813,152
6056,R00435,152
6057,R00441,152
6058,R00442,152
6059,R00443,152
6060,R00444,152
6061,R10813,305
6062,R00435,305
6063,R00441,305
6064,R00442,305
6065,R00443,305
6066,R00444,305
6067,R10813,101
6068,R00435,101
6069,R00441,101
6070,R00442,101
6071,R00443,101
6072,R00444,101
6073,R05850,281
6074,R07125,2002
6075,R03244,2002
6076,R03744,206
6077,R09827,214
6078,R03434,7525
6079,R07583,7525
6080,R07584,7525
6081,R09532,7525
6082,R00335,101
6083,R00335,181
6084,R05320,10
6085,R03552,101
6086,R03552,221
6087,R03552,633
6088,R03632,101
6089,R03632,221
6090,R03632,633
6091,R00162,101
6092,R00162,221
6093,R00162,633
6094,R03472,2002
6095,R07459,2003
6096,R10247,2002
6097,R10246,2002
6098,R07461,2005
6099,R07461,304
6100,R07461,4143
6101,R03923,2005
6102,R03923,304
6103,R03923,4143
6104,R11562,2007
6105,R11563,2007
6106,R11564,2007
6107,R05862,2003
6108,R05863,2003
6109,R07463,2003
6110,R10245,2003
6111,R02584,11
